id_studente,id_classe,nome,cognome,sesso,cittadinanza
STU9420,PARH02000A_0056,Martino,Chiaramonte,M,ITA
STU9421,PARH02000A_0056,Calcedonio,Tomasetti,M,ITA
STU9422,PARH02000A_0056,Beatrice,Cundari,F,ITA
STU9423,PARH02000A_0056,Pier,Napolitano,M,ITA
STU9424,PARH02000A_0056,Federigo,Broggini,M,ITA
STU9425,PARH02000A_0056,Valerio,Borromeo,M,ITA
STU9426,PARH02000A_0056,Matilda,Micheletti,F,ITA
STU9427,PARH02000A_0056,Fernanda,Lombardi,F,ITA
STU9428,PARH02000A_0056,Hugo,Tutino,M,ITA
STU9429,PARH02000A_0056,Coriolano,Mazzanti,M,ITA
STU9430,PARH02000A_0056,Sebastiano,Andreotti,M,ITA
STU9431,PARH02000A_0056,Roman,Tassoni,M,ITA
STU9432,PARH02000A_0056,Carolina,Petruzzi,F,ITA
STU9433,PARH02000A_0057,Pasquale,Riccardi,M,ITA
STU9434,PARH02000A_0057,Dario,Pininfarina,M,ITA
STU9435,PARH02000A_0057,Eliana,Cavanna,F,ITA
STU9436,PARH02000A_0057,Fernanda,Boldù,F,ITA
STU9437,PARH02000A_0057,Cassandra,Iadanza,F,ITA
STU9438,PARH02000A_0057,Fiamma,Fittipaldi,F,ITA
STU9439,PARH02000A_0057,Benvenuto,Stucchi,M,ITA
STU9440,PARH02000A_0057,Ferdinando,Inzaghi,M,ITA
STU9441,PARH02000A_0057,Piersanti,Iadanza,M,ITA
STU9442,PARH02000A_0057,Luigina,Pergolesi,F,ITA
STU9443,PARH02000A_0057,Tatiana,Camuccini,F,NON_ITA
STU9444,PARH02000A_0057,Eleanora,Tedesco,F,ITA
STU9445,PARH02000A_0057,Nadia,Salata,F,ITA
STU9446,PARH02000A_0057,Ugo,Mennea,M,ITA
STU9447,PARH02000A_0057,Giacinto,Manunta,M,ITA
STU9448,PARH02000A_0057,Goffredo,Morandi,M,ITA
STU9449,PARH02000A_0057,Laureano,Lucchesi,M,ITA
STU9450,PARH02000A_0057,Adelmo,Fuseli,M,ITA
STU9451,PARH02000A_0057,Raffaele,Tomei,M,ITA
STU9452,PARH02000A_0057,Cirillo,Montanari,M,ITA
STU9453,PARH02000A_0057,Lamberto,Trillini,M,ITA
STU9454,PARH02000A_0058,Aldo,Malipiero,M,ITA
STU9455,PARH02000A_0058,Nicoletta,Meucci,F,ITA
STU9456,PARH02000A_0058,Toni,Passalacqua,M,ITA
STU9457,PARH02000A_0058,Melania,Collodi,F,ITA
STU9458,PARH02000A_0058,Gianmarco,Alighieri,M,NON_ITA
STU9459,PARH02000A_0058,Adelmo,Tanzini,M,ITA
STU9460,PARH02000A_0058,Franco,Varano,M,ITA
STU9461,PARH02000A_0058,Erika,Falcone,F,ITA
STU9462,PARH02000A_0058,Luisa,Piacentini,F,ITA
STU9463,PARH02000A_0058,Sylvia,Marrone,F,ITA
STU9464,PARH02000A_0058,Enzio,Morgagni,M,ITA
STU9465,PARH02000A_0058,Renzo,Baggio,M,ITA
STU9466,PARH02000A_0058,Achille,Gentilini,M,ITA
STU9467,PARH02000A_0058,Silvestro,Puglisi,M,ITA
STU9468,PARH02000A_0058,Baldassare,Zecchini,M,ITA
STU9469,PARH02000A_0058,Carlo,Ritacca,M,ITA
STU9470,PARH02000A_0058,Telemaco,Cremonesi,M,ITA
STU9471,PARH02000A_0058,Elvira,Maderna,F,ITA
STU9472,PARH02000A_0058,Eraldo,Frescobaldi,M,ITA
STU9473,PARH02000A_0058,Cecilia,Peranda,F,ITA
STU9474,PARH02000A_0058,Nicoletta,Mazzeo,F,ITA
STU9475,PARH02000A_0059,Silvia,Mondadori,F,ITA
STU9476,PARH02000A_0059,Giosuè,Bonomo,M,ITA
STU9477,PARH02000A_0059,Margherita,Ferrucci,F,ITA
STU9478,PARH02000A_0059,Alfio,Balotelli,M,ITA
STU9479,PARH02000A_0059,Valerio,Platini,M,ITA
STU9480,PARH02000A_0059,Silvia,Dallapé,F,NON_ITA
STU9481,PARH02000A_0059,Maria,Tozzo,F,ITA
STU9482,PARH02000A_0059,Sandro,Lupo,M,ITA
STU9483,PARH02000A_0059,Ludovico,Zamengo,M,ITA
STU9484,PARH02000A_0059,Damiano,Perozzo,M,ITA
STU9485,PARH02000A_0059,Isabella,Carfagna,F,ITA
STU9486,PARH02000A_0059,Marta,Magrassi,F,ITA
STU9487,PARH02000A_0059,Orlando,Riccardi,M,ITA
STU9488,PARH02000A_0059,Romina,Rosselli,F,ITA
STU9489,PARH02000A_0059,Marco,Spinelli,M,ITA
STU9490,PARH02000A_0059,Adelmo,Tomasetti,M,ITA
STU9491,PARH02000A_0059,Cipriano,Sanguineti,M,ITA
STU9492,PARH02000A_0059,Tullio,Redi,M,ITA
STU9493,PARH02000A_0059,Silvia,Tasca,F,ITA
STU9494,PARH02000A_0059,Guglielmo,Giulietti,M,ITA
STU9495,PARH02000A_0059,Elmo,Paganini,M,ITA
STU9496,PARH02000A_0060,Greca,Brenna,F,ITA
STU9497,PARH02000A_0060,Giovanna,Barozzi,F,ITA
STU9498,PARH02000A_0060,Fausto,Tirabassi,M,ITA
STU9499,PARH02000A_0060,Ricciotti,Saragat,M,ITA
STU9500,PARH02000A_0060,Gabriele,Gullotta,M,ITA
STU9501,PARH02000A_0060,Claudia,Canevascini,F,ITA
STU9502,PARH02000A_0060,Lucio,Ostinelli,M,ITA
STU9503,PARH02000A_0060,Giacobbe,Fracci,M,ITA
STU9504,PARH02000A_0060,Tonino,Crispi,M,ITA
STU9505,PARH02000A_0060,Milo,Mocenigo,M,ITA
STU9506,PARH02000A_0060,Gelsomina,Polani,F,ITA
STU9507,PARH02000A_0060,Sandra,Toninelli,F,ITA
STU9508,PARH02000A_0060,Caterina,Boldù,F,ITA
STU9509,PARH02000A_0060,Donatello,Barozzi,M,ITA
STU9510,PARH02000A_0060,Nino,Trillini,M,ITA
STU9511,PARH02000A_0060,Toni,Traetta,M,ITA
STU9512,PARH02000A_0060,Giacomo,Bertolucci,M,ITA
STU9513,PARH02000A_0060,Osvaldo,Combi,M,ITA
STU9514,PARH02000A_0060,Concetta,Vigliotti,F,NON_ITA
STU9515,PARH02000A_0060,Marcello,Cagnin,M,ITA
STU9516,PARH02000A_0060,Irma,Rizzo,F,ITA
STU9517,PARH02000A_0061,Letizia,Cardano,F,NON_ITA
STU9518,PARH02000A_0061,Vittorio,Segni,M,ITA
STU9519,PARH02000A_0061,Tullio,Passalacqua,M,ITA
STU9520,PARH02000A_0061,Fabrizio,Cendron,M,ITA
STU9521,PARH02000A_0061,Ernesto,Rubbia,M,ITA
STU9522,PARH02000A_0061,Achille,Capuana,M,ITA
STU9523,PARH02000A_0061,Eleanora,Boccioni,F,ITA
STU9524,PARH02000A_0061,Carolina,Giannelli,F,ITA
STU9525,PARH02000A_0061,Ricciotti,Tomasetti,M,ITA
STU9526,PARH02000A_0061,Cirillo,Camilleri,M,ITA
STU9527,PARH02000A_0061,Virgilio,Cagnin,M,ITA
STU9528,PARH02000A_0061,Romeo,Gentili,M,ITA
STU9529,PARH02000A_0061,Imelda,Carfagna,F,ITA
STU9530,PARH02000A_0061,Eva,Persico,F,ITA
STU9531,PARH02000A_0061,Uberto,Gabba,M,ITA
STU9532,PARH02000A_0061,Liberto,Jilani,M,ITA
STU9533,PARH02000A_0061,Stefani,Bersani,F,ITA
STU9534,PARH02000A_0061,Ezio,Doria,M,ITA
STU9535,PARH02000A_0061,Allegra,Morricone,F,ITA
STU9536,PARH02000A_0061,Costantino,Vento,M,ITA
STU9537,PARH02000A_0061,Romana,Serlupi,F,ITA
STU9538,PARH02000A_0062,Aurora,Pometta,F,ITA
STU9539,PARH02000A_0062,Ermenegildo,Interminei,M,ITA
STU9540,PARH02000A_0062,Pierpaolo,Pezzali,M,ITA
STU9541,PARH02000A_0062,Martino,Fabrizi,M,ITA
STU9542,PARH02000A_0062,Giancarlo,Contarini,M,ITA
STU9543,PARH02000A_0062,Allegra,Curiel,F,ITA
STU9544,PARH02000A_0062,Lucrezia,Modugno,F,ITA
STU9545,PARH02000A_0062,Azeglio,Speri,M,ITA
STU9546,PARH02000A_0062,Serena,Foletti,F,ITA
STU9547,PARH02000A_0062,Arsenio,Tozzo,M,ITA
STU9548,PARH02000A_0062,Amleto,Pizzetti,M,NON_ITA
STU9549,PARH02000A_0062,Isa,Segni,F,ITA
STU9550,PARH02000A_0062,Rosario,Lattuada,M,ITA
STU9551,PARH02000A_0062,Gionata,Foconi,M,ITA
STU9552,PARH02000A_0062,Girolamo,Troisi,M,ITA
STU9553,PARH02000A_0062,Mariano,Cammarata,M,ITA
STU9554,PARH02000A_0062,Cesare,Caboto,M,ITA
STU9555,PARH02000A_0062,Antonella,Aporti,F,ITA
STU9556,PARH02000A_0062,Baccio,Avogadro,M,ITA
STU9557,PARH02000A_0062,Carla,Giannotti,F,ITA
STU9558,PARH02000A_0062,Margherita,Petrocelli,F,ITA
STU9559,PARH02000A_0063,Vincenza,Zaguri,F,ITA
STU9560,PARH02000A_0063,Natalia,Gasperi,F,ITA
STU9561,PARH02000A_0063,Leonardo,Castiglione,M,ITA
STU9562,PARH02000A_0063,Costantino,Scarponi,M,ITA
STU9563,PARH02000A_0063,Vittoria,Scarlatti,F,ITA
STU9564,PARH02000A_0063,Adriano,Fogazzaro,M,ITA
STU9565,PARH02000A_0063,Riccardo,Golgi,M,ITA
STU9566,PARH02000A_0063,Adamo,Barozzi,M,ITA
STU9567,PARH02000A_0063,Aria,Telesio,F,ITA
STU9568,PARH02000A_0063,Laureano,Cavalcanti,M,ITA
STU9569,PARH02000A_0063,Rosaria,Federico,F,ITA
STU9570,PARH02000A_0063,Vittorio,Burcardo,M,NON_ITA
STU9571,PARH02000A_0063,Pellegrino,Fantoni,M,ITA
STU9572,PARH02000A_0063,Antonino,Iadanza,M,ITA
STU9573,PARH02000A_0063,Federico,Lovato,M,ITA
STU9574,PARH02000A_0063,Renzo,Bartoli,M,ITA
STU9575,PARH02000A_0063,Pierina,Bernini,F,ITA
STU9576,PARH02000A_0063,Luisa,Salandra,F,ITA
STU9577,PARH02000A_0063,Antonio,Bazzi,M,ITA
STU9578,PARH02000A_0063,Benito,Nicolucci,M,ITA
STU9579,PARH02000A_0063,Natalia,Nonis,F,ITA
STU9580,PARH02000A_0064,Mercedes,Mascagni,F,ITA
STU9581,PARH02000A_0064,Azeglio,Burcardo,M,ITA
STU9582,PARH02000A_0064,Arnaldo,Calvo,M,ITA
STU9583,PARH02000A_0064,Victoria,Taliercio,F,ITA
STU9584,PARH02000A_0064,Dionigi,Accardo,M,ITA
STU9585,PARH02000A_0064,Gaetano,Folliero,M,ITA
STU9586,PARH02000A_0064,Costantino,Fieramosca,M,ITA
STU9587,PARH02000A_0064,Rosa,Panicucci,F,ITA
STU9588,PARH02000A_0064,Antonello,Traversa,M,ITA
STU9589,PARH02000A_0064,Bartolomeo,Cusano,M,ITA
STU9590,PARH02000A_0064,Gianluigi,Condoleo,M,ITA
STU9591,PARH02000A_0064,Paloma,Gagliano,F,ITA
STU9592,PARH02000A_0064,Gloria,Rizzoli,F,ITA
STU9593,PARH02000A_0064,Dante,Ferrata,M,ITA
STU9594,PARH02000A_0064,Marcantonio,Maccanelli,M,ITA
STU9595,PARH02000A_0064,Teresa,Guidotti,F,ITA
STU9596,PARH02000A_0064,Giacobbe,Morucci,M,ITA
STU9597,PARH02000A_0064,Dionigi,Bompiani,M,ITA
STU9598,PARH02000A_0064,Margherita,Torricelli,F,ITA
STU9599,PARH02000A_0064,Mercedes,Giannetti,F,ITA
STU9600,PARH02000A_0064,Dionigi,Doglioni,M,NON_ITA
STU9601,PARH02000A_0065,Licia,Serraglio,F,ITA
STU9602,PARH02000A_0065,Enrico,Borsiere,M,ITA
STU9603,PARH02000A_0065,Luigi,Callegaro,M,ITA
STU9604,PARH02000A_0065,Vito,Impastato,M,ITA
STU9605,PARH02000A_0065,Martino,Brunello,M,ITA
STU9606,PARH02000A_0065,Adele,Casale,F,ITA
STU9607,PARH02000A_0065,Carmelo,Broggini,M,ITA
STU9608,PARH02000A_0065,Emilio,Corbo,M,ITA
STU9609,PARH02000A_0065,Ramona,Bazzi,F,ITA
STU9610,PARH02000A_0065,Corrado,Foletti,M,ITA
STU9611,PARH02000A_0065,Donna,Orengo,F,ITA
STU9612,PARH02000A_0065,Cipriano,Cusano,M,ITA
STU9613,PARH02000A_0065,Rosa,Filangieri,F,ITA
STU9614,PARH02000A_0065,Gianfranco,Baroffio,M,NON_ITA
STU9615,PARH02000A_0065,Adriano,Sabatini,M,ITA
STU9616,PARH02000A_0065,Arnulfo,Bellocchio,M,ITA
STU9617,PARH02000A_0065,Michele,Dallara,M,ITA
STU9618,PARH02000A_0065,Loretta,Sismondi,F,ITA
STU9619,PARH02000A_0065,Danilo,Bacosi,M,ITA
STU9620,PARH02000A_0065,Rossana,Doria,F,ITA
STU9621,PARH02000A_0065,Manuel,Rossellini,M,ITA
STU9622,PARH02000A_0065,Fernanda,Solari,F,ITA
STU9623,PARH02000A_0066,Tonino,Gioberti,M,ITA
STU9624,PARH02000A_0066,Marissa,Aulenti,F,ITA
STU9625,PARH02000A_0066,Bianca,Marini,F,ITA
STU9626,PARH02000A_0066,Alessandra,Ludovisi,F,ITA
STU9627,PARH02000A_0066,Filippo,Lucciano,M,ITA
STU9628,PARH02000A_0066,Fabrizio,Chiesa,M,ITA
STU9629,PARH02000A_0066,Ilaria,Aulenti,F,ITA
STU9630,PARH02000A_0066,Michelotto,Bernardi,M,ITA
STU9631,PARH02000A_0066,Mauro,Villarosa,M,ITA
STU9632,PARH02000A_0066,Pierina,Lettiere,F,NON_ITA
STU9633,PARH02000A_0066,Isa,Palladio,F,ITA
STU9634,PARH02000A_0066,Milo,Balla,M,ITA
STU9635,PARH02000A_0066,Virginia,Fusani,F,ITA
STU9636,PARH02000A_0066,Sergius,Tutino,M,ITA
STU9637,PARH02000A_0066,Giuliana,Brichese,F,ITA
STU9638,PARH02000A_0066,Matteo,Botta,M,ITA
STU9639,PARH02000A_0066,Pellegrino,Sagese,M,ITA
STU9640,PARH02000A_0066,Donatello,Cabibbo,M,ITA
STU9641,PARH02000A_0066,Ettore,Pignatti,M,ITA
STU9642,PARH02000A_0066,Gianfrancesco,Trussardi,M,ITA
STU9643,PARH02000A_0066,Adelmo,Toscani,M,ITA
STU9644,PARH02000A_0066,Cirillo,Serao,M,ITA
STU9645,PARH02000A_0067,Rosalia,Malipiero,F,ITA
STU9646,PARH02000A_0067,Filippo,Cerutti,M,ITA
STU9647,PARH02000A_0067,Jacopo,Muti,M,ITA
STU9648,PARH02000A_0067,Vanessa,Binaghi,F,NON_ITA
STU9649,PARH02000A_0067,Nanni,Interiano,M,ITA
STU9650,PARH02000A_0067,Giuseppe,Gotti,M,ITA
STU9651,PARH02000A_0067,Azeglio,Mogherini,M,ITA
STU9652,PARH02000A_0067,Sophia,Zampa,F,ITA
STU9653,PARH02000A_0067,Adele,Canevascini,F,ITA
STU9654,PARH02000A_0067,Agostino,Aulenti,M,ITA
STU9655,PARH02000A_0067,Arturo,Tozzi,M,ITA
STU9656,PARH02000A_0067,Alessia,Bossi,F,ITA
STU9657,PARH02000A_0067,Telemaco,Forza,M,ITA
STU9658,PARH02000A_0067,Alessia,Morpurgo,F,ITA
STU9659,PARH02000A_0067,Eugenia,Cavanna,F,ITA
STU9660,PARH02000A_0067,Alderano,Iadanza,M,ITA
STU9661,PARH02000A_0067,Gianmarco,Samele,M,ITA
STU9662,PARH02000A_0067,Matteo,Piccinni,M,ITA
STU9663,PARH02000A_0067,Rosa,Gaiatto,F,ITA
STU9664,PARH02000A_0067,Ruggero,Pareto,M,ITA
STU9665,PARH02000A_0067,Emilio,Jacuzzi,M,ITA
STU9666,PARH02000A_0067,Goffredo,Durante,M,ITA
STU9667,PARH02000A_0068,Fabio,Tafuri,M,ITA
STU9668,PARH02000A_0068,Adelasia,Totino,F,ITA
STU9669,PARH02000A_0068,Danilo,Garobbio,M,ITA
STU9670,PARH02000A_0068,Fiamma,Pennetta,F,ITA
STU9671,PARH02000A_0068,Filippa,Barillaro,F,NON_ITA
STU9672,PARH02000A_0068,Ermes,Garobbio,M,ITA
STU9673,PARH02000A_0068,Umberto,Saragat,M,ITA
STU9674,PARH02000A_0068,Elladio,Navarria,M,ITA
STU9675,PARH02000A_0068,Donatello,Fantini,M,ITA
STU9676,PARH02000A_0068,Elmo,Pacomio,M,ITA
STU9677,PARH02000A_0068,Arnulfo,Cuomo,M,ITA
STU9678,PARH02000A_0068,Priscilla,Volta,F,ITA
STU9679,PARH02000A_0068,Goffredo,Giorgetti,M,ITA
STU9680,PARH02000A_0068,Ugolino,Chittolini,M,ITA
STU9681,PARH02000A_0068,Morena,Taliercio,F,ITA
STU9682,PARH02000A_0068,Antonino,Bettoni,M,ITA
STU9683,PARH02000A_0068,Gilberto,Lupo,M,ITA
STU9684,PARH02000A_0068,Nadia,Galiazzo,F,ITA
STU9685,PARH02000A_0068,Gionata,Fuseli,M,ITA
STU9686,PARH02000A_0068,Simone,Ferrucci,M,ITA
STU9687,PARH02000A_0068,Etta,Pozzecco,F,ITA
STU9688,PARH02000A_0068,Natalia,Lovato,F,ITA
STU9689,PARH02000A_0069,Adriana,Randazzo,F,ITA
STU9690,PARH02000A_0069,Alessio,Montanelli,M,ITA
STU9691,PARH02000A_0069,Claudio,Boccaccio,M,ITA
STU9692,PARH02000A_0069,Adele,Mantegazza,F,ITA
STU9693,PARH02000A_0069,Rosalia,Peano,F,ITA
STU9694,PARH02000A_0069,Ivan,Nicolucci,M,NON_ITA
STU9695,PARH02000A_0069,Lamberto,Trezzini,M,ITA
STU9696,PARH02000A_0069,Pomponio,Ludovisi,M,ITA
STU9697,PARH02000A_0069,Sabatino,Bruno,M,ITA
STU9698,PARH02000A_0069,Paride,Toscani,M,ITA
STU9699,PARH02000A_0069,Rocco,Bonanno,M,ITA
STU9700,PARH02000A_0069,Bettina,Parisi,F,ITA
STU9701,PARH02000A_0069,Mauro,Petruzzi,M,ITA
STU9702,PARH02000A_0069,Enzo,Flaiano,M,ITA
STU9703,PARH02000A_0069,Pietro,Trussardi,M,ITA
STU9704,PARH02000A_0069,Gelsomina,Cardano,F,ITA
STU9705,PARH02000A_0069,Berenice,Quasimodo,F,ITA
STU9706,PARH02000A_0069,Melania,Giannetti,F,ITA
STU9707,PARH02000A_0069,Laura,Malipiero,F,ITA
STU9708,PARH02000A_0069,Michelangelo,Zito,M,ITA
STU9709,PARH02000A_0069,Elladio,Sonnino,M,ITA
STU9710,PARH02000A_0069,Pompeo,Guidotti,M,ITA
STU9711,PARH02000A_0070,Dolores,Carosone,F,ITA
STU9712,PARH02000A_0070,Paloma,Russo,F,ITA
STU9713,PARH02000A_0070,Giulietta,Ferrara,F,ITA
STU9714,PARH02000A_0070,Arnulfo,Letta,M,NON_ITA
STU9715,PARH02000A_0070,Rosalia,Schiaparelli,F,ITA
STU9716,PARH02000A_0070,Toni,Borzomì,M,ITA
STU9717,PARH02000A_0070,Ezio,Piccio,M,ITA
STU9718,PARH02000A_0070,Victoria,Omma,F,ITA
STU9719,PARH02000A_0070,Domenico,Canetta,M,ITA
STU9720,PARH02000A_0070,Ferdinando,Cheda,M,ITA
STU9721,PARH02000A_0070,Ronaldo,Ioppi,M,ITA
STU9722,PARH02000A_0070,Susanna,Gentili,F,ITA
STU9723,PARH02000A_0070,Tullio,Filippelli,M,ITA
STU9724,PARH02000A_0070,Giorgio,Albertini,M,ITA
STU9725,PARH02000A_0070,Piergiuseppe,Cadorna,M,ITA
STU9726,PARH02000A_0070,Eva,Padovano,F,ITA
STU9727,PARH02000A_0070,Gaetano,Broggini,M,ITA
STU9728,PARH02000A_0070,Atenulf,Canetta,M,ITA
STU9729,PARH02000A_0070,Cirillo,Martucci,M,ITA
STU9730,PARH02000A_0070,Giuseppina,Draghi,F,ITA
STU9731,PARH02000A_0070,Gianpietro,Lucciano,M,ITA
STU9732,PARH02000A_0070,Alphons,Bignami,M,ITA
STU9733,PARH02000A_0071,Cirillo,Bajamonti,M,ITA
STU9734,PARH02000A_0071,Susanna,Campise,F,NON_ITA
STU9735,PARH02000A_0071,Sebastiano,Tassoni,M,ITA
STU9736,PARH02000A_0071,Iolanda,Donini,F,ITA
STU9737,PARH02000A_0071,Armando,Bixio,M,ITA
STU9738,PARH02000A_0071,Antonino,Zacco,M,ITA
STU9739,PARH02000A_0071,Franco,Zacchia,M,ITA
STU9740,PARH02000A_0071,Arsenio,Mercadante,M,ITA
STU9741,PARH02000A_0071,Panfilo,Ammaniti,M,ITA
STU9742,PARH02000A_0071,Biagio,Versace,M,ITA
STU9743,PARH02000A_0071,Paride,Malenchini,M,ITA
STU9744,PARH02000A_0071,Cassandra,Stradivari,F,ITA
STU9745,PARH02000A_0071,Lauretta,Fallaci,F,ITA
STU9746,PARH02000A_0071,Adele,Venier,F,ITA
STU9747,PARH02000A_0071,Adamo,Broschi,M,ITA
STU9748,PARH02000A_0071,Maura,Vergerio,F,ITA
STU9749,PARH02000A_0071,Paoletta,Medici,F,ITA
STU9750,PARH02000A_0071,Donato,Turati,M,ITA
STU9751,PARH02000A_0071,Adriana,Passalacqua,F,ITA
STU9752,PARH02000A_0071,Luigi,Lerner,M,ITA
STU9753,PARH02000A_0071,Mattia,Garobbio,M,ITA
STU9754,PARH02000A_0071,Atenulf,Zanichelli,M,ITA
STU9755,PARH02000A_0072,Anita,Marsili,F,ITA
STU9756,PARH02000A_0072,Mirco,Gremese,M,ITA
STU9757,PARH02000A_0072,Sergius,Mazzocchi,M,ITA
STU9758,PARH02000A_0072,Melina,Crespi,F,ITA
STU9759,PARH02000A_0072,Graziella,Ioppi,F,ITA
STU9760,PARH02000A_0072,Antonia,Orlando,F,ITA
STU9761,PARH02000A_0072,Gustavo,Falcone,M,ITA
STU9762,PARH02000A_0072,Melissa,Abate,F,ITA
STU9763,PARH02000A_0072,Gustavo,Valentino,M,ITA
STU9764,PARH02000A_0072,Antonietta,Venturi,F,ITA
STU9765,PARH02000A_0072,Dante,Mengolo,M,ITA
STU9766,PARH02000A_0072,Domenico,Rizzo,M,ITA
STU9767,PARH02000A_0072,Antonello,Gregori,M,ITA
STU9768,PARH02000A_0072,Ermes,Branciforte,M,NON_ITA
STU9769,PARH02000A_0072,Imelda,Pergolesi,F,ITA
STU9770,PARH02000A_0072,Achille,Parisi,M,ITA
STU9771,PARH02000A_0072,Amleto,Micheletti,M,ITA
STU9772,PARH02000A_0072,Danilo,Vento,M,ITA
STU9773,PARH02000A_0072,Romolo,Trapani,M,ITA
STU9774,PARH02000A_0072,Mariano,Meucci,M,ITA
STU9775,PARH02000A_0072,Ornella,Caracciolo,F,ITA
STU9776,PARH02000A_0072,Benito,Pavanello,M,ITA
STU9777,PARH02000A_0073,Lucia,Travaglio,F,ITA
STU9778,PARH02000A_0073,Ippazio,Ferrucci,M,ITA
STU9779,PARH02000A_0073,Adelasia,Matteotti,F,ITA
STU9780,PARH02000A_0073,Fernanda,Piane,F,ITA
STU9781,PARH02000A_0073,Antonella,Roth,F,ITA
STU9782,PARH02000A_0073,Amadeo,Muratori,M,ITA
STU9783,PARH02000A_0073,Coriolano,Marazzi,M,ITA
STU9784,PARH02000A_0073,Toni,Duodo,M,ITA
STU9785,PARH02000A_0073,Lucrezia,Staglieno,F,NON_ITA
STU9786,PARH02000A_0073,Riccardo,Venier,M,ITA
STU9787,PARH02000A_0073,Camillo,Cremonesi,M,ITA
STU9788,PARH02000A_0073,Giacobbe,Totino,M,ITA
STU9789,PARH02000A_0073,Aria,Palmisano,F,ITA
STU9790,PARH02000A_0073,Melina,Musatti,F,ITA
STU9791,PARH02000A_0073,Pompeo,Caffarelli,M,ITA
STU9792,PARH02000A_0073,Sebastiano,Nitti,M,ITA
STU9793,PARH02000A_0073,Filippa,Palumbo,F,ITA
STU9794,PARH02000A_0073,Salvi,Bazzi,M,ITA
STU9795,PARH02000A_0073,Giosuè,Tomasetti,M,ITA
STU9796,PARH02000A_0073,Elladio,Angeli,M,ITA
STU9797,PARH02000A_0073,Osvaldo,Puglisi,M,ITA
STU9798,PARH02000A_0073,Greco,Doria,M,ITA
STU9799,PARH02000A_0074,Vito,Trillini,M,NON_ITA
STU9800,PARH02000A_0074,Arnulfo,Leopardi,M,ITA
STU9801,PARH02000A_0074,Fabrizia,Peano,F,ITA
STU9802,PARH02000A_0074,Ansaldo,Passalacqua,M,ITA
STU9803,PARH02000A_0074,Coriolano,Tutino,M,ITA
STU9804,PARH02000A_0074,Giacobbe,Cabibbo,M,ITA
STU9805,PARH02000A_0074,Raffaellino,Columbo,M,ITA
STU9806,PARH02000A_0074,Angelina,Caffarelli,F,ITA
STU9807,PARH02000A_0074,Alberico,Beccaria,M,ITA
STU9808,PARH02000A_0074,Marcello,Tassoni,M,ITA
STU9809,PARH02000A_0074,Ugo,Garobbio,M,ITA
STU9810,PARH02000A_0074,Rosa,Totino,F,ITA
STU9811,PARH02000A_0074,Evangelista,Monteverdi,F,ITA
STU9812,PARH02000A_0074,Rita,Zaccardo,F,ITA
STU9813,PARH02000A_0074,Eleanora,Sandi,F,ITA
STU9814,PARH02000A_0074,Niccolò,Casellati,M,ITA
STU9815,PARH02000A_0074,Michelotto,Ottino,M,ITA
STU9816,PARH02000A_0074,Maura,Zoppetto,F,ITA
STU9817,PARH02000A_0074,Luciano,Federico,M,ITA
STU9818,PARH02000A_0074,Tiziano,Brichese,M,ITA
STU9819,PARH02000A_0074,Graziella,Soprano,F,ITA
STU9820,PARH02000A_0075,Romana,Zamengo,F,ITA
STU9821,PARH02000A_0075,Ciro,Gonzaga,M,ITA
STU9822,PARH02000A_0075,Delfino,Bragaglia,M,ITA
STU9823,PARH02000A_0075,Pompeo,Scarfoglio,M,ITA
STU9824,PARH02000A_0075,Livio,Ferrazzi,M,ITA
STU9825,PARH02000A_0075,Benvenuto,Bellocchio,M,ITA
STU9826,PARH02000A_0075,Amleto,Tropea,M,ITA
STU9827,PARH02000A_0075,Teresa,Scaduto,F,NON_ITA
STU9828,PARH02000A_0075,Edoardo,Totino,M,ITA
STU9829,PARH02000A_0075,Ermanno,Zacchia,M,ITA
STU9830,PARH02000A_0075,Umberto,Segni,M,ITA
STU9831,PARH02000A_0075,Aria,Combi,F,ITA
STU9832,PARH02000A_0075,Lamberto,Civaschi,M,ITA
STU9833,PARH02000A_0075,Achille,Maffei,M,ITA
STU9834,PARH02000A_0075,Marta,Baracca,F,ITA
STU9835,PARH02000A_0075,Antonia,Scotti,F,ITA
STU9836,PARH02000A_0075,Daria,Inzaghi,F,ITA
STU9837,PARH02000A_0075,Biagio,Fioravanti,M,ITA
STU9838,PARH02000A_0075,Antonia,Morandi,F,ITA
STU9839,PARH02000A_0075,Gianmarco,Molesini,M,ITA
STU9840,PARH02000A_0075,Rita,Ferrante,F,ITA
STU9841,PARH02000A_0076,Roberta,Crispi,F,ITA
STU9842,PARH02000A_0076,Claudio,Scotto,M,ITA
STU9843,PARH02000A_0076,Ninetta,Naccari,F,ITA
STU9844,PARH02000A_0076,Gianfrancesco,Jacuzzi,M,ITA
STU9845,PARH02000A_0076,Pier,Tomasini,M,ITA
STU9846,PARH02000A_0076,Giancarlo,Carli,M,ITA
STU9847,PARH02000A_0076,Gionata,Ughi,M,ITA
STU9848,PARH02000A_0076,Tina,Caboto,F,ITA
STU9849,PARH02000A_0076,Renzo,Pizziol,M,ITA
STU9850,PARH02000A_0076,Panfilo,Caracciolo,M,ITA
STU9851,PARH02000A_0076,Cassandra,Niggli,F,ITA
STU9852,PARH02000A_0076,Nedda,Busoni,F,ITA
STU9853,PARH02000A_0076,Dionigi,Corbo,M,ITA
