id_classe,id_docente,nome_docente
CL0383,DOC0097,Angelina Bataglia
CL0384,DOC0087,Romina Bersani-Rocca
CL0384,DOC0011,Bruno Cabrini
CL0384,DOC0032,Annamaria Trevisani
CL0385,DOC0021,Annunziata Malenchini-Caruso
CL0385,DOC0028,Melina Prati
CL0385,DOC0009,Dott. Giada Mazzocchi
CL0386,DOC0040,Donatella Pace
CL0386,DOC0092,Marco Tornatore
CL0386,DOC0011,Bruno Cabrini
CL0387,DOC0004,Etta Cassarà
CL0387,DOC0024,Ludovica Tremonti
CL0387,DOC0065,Santino Migliaccio
CL0388,DOC0086,Gioele Lippomano-Brancaccio
CL0388,DOC0090,Dott. Giulia Ferretti
CL0388,DOC0023,Luciano Alboni-Rismondo
CL0389,DOC0052,Sole Bragaglia
CL0389,DOC0026,Rolando Bulzoni-Mazzanti
CL0389,DOC0093,Gianluigi Impastato
CL0390,DOC0088,Carla Gasperi
CL0390,DOC0001,Ranieri Martucci-Pistoletto
CL0390,DOC0023,Luciano Alboni-Rismondo
CL0391,DOC0040,Donatella Pace
CL0391,DOC0097,Angelina Bataglia
CL0391,DOC0077,Hugo Barracco
CL0392,DOC0095,Ennio Leonetti
CL0392,DOC0020,Sig.ra Paulina Argentero
CL0392,DOC0099,Ilaria Leone
CL0393,DOC0030,Simonetta Troisi
CL0393,DOC0001,Ranieri Martucci-Pistoletto
CL0393,DOC0097,Angelina Bataglia
CL0394,DOC0003,Isabella Mezzetta
CL0394,DOC0080,Giacomo Zito
CL0394,DOC0080,Giacomo Zito
CL0395,DOC0037,Ansaldo Calvo
CL0395,DOC0070,Piergiorgio Scaramucci
CL0395,DOC0070,Piergiorgio Scaramucci
CL0396,DOC0030,Simonetta Troisi
CL0396,DOC0077,Hugo Barracco
CL0396,DOC0096,Elladio Migliaccio
CL0397,DOC0066,Dott. Fiorino Cannizzaro
CL0397,DOC0058,Bianca Pace
CL0397,DOC0041,Mariano Redi
CL0398,DOC0072,Monica Ortolani
CL0398,DOC0013,Elisa Lanfranchi
CL0398,DOC0074,Sig.ra Imelda Morricone
CL0399,DOC0068,Ramona Giacconi
CL0399,DOC0024,Ludovica Tremonti
CL0399,DOC0094,Dott. Chiara Panzera
CL0400,DOC0067,Caterina Boccaccio
CL0400,DOC0056,Ermenegildo Boccaccio
CL0400,DOC0013,Elisa Lanfranchi
CL0401,DOC0088,Carla Gasperi
CL0401,DOC0011,Bruno Cabrini
CL0401,DOC0013,Elisa Lanfranchi
CL0402,DOC0025,Arnulfo Greggio
CL0402,DOC0042,Luciana Farinelli
CL0402,DOC0067,Caterina Boccaccio
CL0403,DOC0059,Atenulf Pozzecco
CL0403,DOC0060,Elena Toselli-Ponti
CL0403,DOC0089,Marcella Broschi
CL0404,DOC0008,Dott. Gemma Borromini
CL0404,DOC0076,Sergius Micca
CL0404,DOC0012,Barbara Granatelli
CL0405,DOC0008,Dott. Gemma Borromini
CL0405,DOC0088,Carla Gasperi
CL0405,DOC0033,Sandro Versace-Battaglia
CL0406,DOC0056,Ermenegildo Boccaccio
CL0406,DOC0056,Ermenegildo Boccaccio
CL0406,DOC0008,Dott. Gemma Borromini
CL0407,DOC0090,Dott. Giulia Ferretti
CL0407,DOC0002,Diana Canali
CL0407,DOC0089,Marcella Broschi
CL0408,DOC0095,Ennio Leonetti
CL0408,DOC0075,Licia Gatto
CL0408,DOC0072,Monica Ortolani
CL0409,DOC0022,Clelia Notarbartolo
CL0409,DOC0082,Dott. Leonardo Armellini
CL0409,DOC0003,Isabella Mezzetta
CL0410,DOC0062,Serena Gradenigo-Pareto
CL0410,DOC0083,Augusto Alfonsi-Saracino
CL0410,DOC0005,Valerio Gaito
CL0411,DOC0026,Rolando Bulzoni-Mazzanti
CL0411,DOC0075,Licia Gatto
CL0411,DOC0088,Carla Gasperi
CL0412,DOC0085,Federico Capuana
CL0412,DOC0020,Sig.ra Paulina Argentero
CL0412,DOC0054,Cipriano Segni
CL0413,DOC0093,Gianluigi Impastato
CL0413,DOC0001,Ranieri Martucci-Pistoletto
CL0413,DOC0027,Gelsomina Antonioni
CL0414,DOC0010,Fortunata Ortese
CL0414,DOC0026,Rolando Bulzoni-Mazzanti
CL0414,DOC0052,Sole Bragaglia
CL0415,DOC0018,Sig. Domenico Iannotti
CL0415,DOC0038,Annamaria Brichese-Marinetti
CL0415,DOC0044,Bianca Pagliaro
CL0416,DOC0072,Monica Ortolani
CL0416,DOC0079,Lando Federici
CL0416,DOC0031,Adamo Baglioni
CL0417,DOC0093,Gianluigi Impastato
CL0417,DOC0007,Elena Alighieri
CL0417,DOC0003,Isabella Mezzetta
CL0418,DOC0041,Mariano Redi
CL0418,DOC0095,Ennio Leonetti
CL0418,DOC0089,Marcella Broschi
CL0419,DOC0047,Valerio Modugno
CL0419,DOC0001,Ranieri Martucci-Pistoletto
CL0419,DOC0080,Giacomo Zito
CL0420,DOC0086,Gioele Lippomano-Brancaccio
CL0420,DOC0061,Germana Giusti
CL0420,DOC0094,Dott. Chiara Panzera
CL0421,DOC0079,Lando Federici
CL0421,DOC0022,Clelia Notarbartolo
CL0421,DOC0052,Sole Bragaglia
CL0422,DOC0013,Elisa Lanfranchi
CL0422,DOC0080,Giacomo Zito
CL0422,DOC0091,Costantino Valier
CL0423,DOC0091,Costantino Valier
CL0423,DOC0008,Dott. Gemma Borromini
CL0423,DOC0078,Griselda Mazzocchi
CL0424,DOC0056,Ermenegildo Boccaccio
CL0424,DOC0090,Dott. Giulia Ferretti
CL0424,DOC0008,Dott. Gemma Borromini
CL0425,DOC0057,Elladio Cattaneo
CL0425,DOC0025,Arnulfo Greggio
CL0425,DOC0018,Sig. Domenico Iannotti
CL0426,DOC0039,Cecilia Correr
CL0426,DOC0032,Annamaria Trevisani
CL0426,DOC0004,Etta Cassarà
CL0427,DOC0057,Elladio Cattaneo
CL0427,DOC0051,Amadeo Acerbi
CL0427,DOC0093,Gianluigi Impastato
CL0428,DOC0095,Ennio Leonetti
CL0428,DOC0057,Elladio Cattaneo
CL0428,DOC0082,Dott. Leonardo Armellini
CL0429,DOC0072,Monica Ortolani
CL0429,DOC0002,Diana Canali
CL0429,DOC0094,Dott. Chiara Panzera
CL0430,DOC0063,Piergiorgio Curatoli-Battelli
CL0430,DOC0054,Cipriano Segni
CL0430,DOC0049,Luisa Solimena-Olivetti
CL0431,DOC0100,Loredana Bocelli
CL0431,DOC0017,Clelia Morandi
CL0431,DOC0040,Donatella Pace
CL0432,DOC0024,Ludovica Tremonti
CL0432,DOC0030,Simonetta Troisi
CL0432,DOC0037,Ansaldo Calvo
CL0433,DOC0059,Atenulf Pozzecco
CL0433,DOC0084,Eraldo Leone
CL0433,DOC0059,Atenulf Pozzecco
CL0434,DOC0079,Lando Federici
CL0434,DOC0042,Luciana Farinelli
CL0434,DOC0065,Santino Migliaccio
CL0435,DOC0072,Monica Ortolani
CL0435,DOC0047,Valerio Modugno
CL0435,DOC0042,Luciana Farinelli
CL0436,DOC0027,Gelsomina Antonioni
CL0436,DOC0077,Hugo Barracco
CL0436,DOC0029,Tonia Nosiglia
CL0437,DOC0063,Piergiorgio Curatoli-Battelli
CL0437,DOC0035,Melina Monicelli
CL0437,DOC0022,Clelia Notarbartolo
CL0438,DOC0084,Eraldo Leone
CL0438,DOC0085,Federico Capuana
CL0438,DOC0061,Germana Giusti
CL0439,DOC0061,Germana Giusti
CL0439,DOC0039,Cecilia Correr
CL0439,DOC0066,Dott. Fiorino Cannizzaro
CL0440,DOC0048,Patrizio Platini
CL0440,DOC0018,Sig. Domenico Iannotti
CL0440,DOC0016,Fortunata Mengolo-Tresoldi
CL0441,DOC0088,Carla Gasperi
CL0441,DOC0060,Elena Toselli-Ponti
CL0441,DOC0094,Dott. Chiara Panzera
CL0442,DOC0017,Clelia Morandi
CL0442,DOC0006,Martino Gaggini
CL0442,DOC0064,Durante Fischetti-Trentini
CL0443,DOC0073,Santino Campise
CL0443,DOC0062,Serena Gradenigo-Pareto
CL0443,DOC0099,Ilaria Leone
CL0444,DOC0088,Carla Gasperi
CL0444,DOC0036,Gaspare Vecellio
CL0444,DOC0035,Melina Monicelli
CL0445,DOC0007,Elena Alighieri
CL0445,DOC0002,Diana Canali
CL0445,DOC0009,Dott. Giada Mazzocchi
CL0446,DOC0043,Raimondo Navone
CL0446,DOC0056,Ermenegildo Boccaccio
CL0446,DOC0068,Ramona Giacconi
CL0447,DOC0062,Serena Gradenigo-Pareto
CL0447,DOC0061,Germana Giusti
CL0447,DOC0077,Hugo Barracco
CL0448,DOC0029,Tonia Nosiglia
CL0448,DOC0093,Gianluigi Impastato
CL0448,DOC0056,Ermenegildo Boccaccio
CL0449,DOC0078,Griselda Mazzocchi
CL0449,DOC0049,Luisa Solimena-Olivetti
CL0449,DOC0039,Cecilia Correr
CL0450,DOC0100,Loredana Bocelli
CL0450,DOC0097,Angelina Bataglia
CL0450,DOC0055,Imelda Scamarcio
CL0451,DOC0041,Mariano Redi
CL0451,DOC0020,Sig.ra Paulina Argentero
CL0451,DOC0020,Sig.ra Paulina Argentero
CL0452,DOC0041,Mariano Redi
CL0452,DOC0025,Arnulfo Greggio
CL0452,DOC0069,Dino Caccianemico
CL0453,DOC0068,Ramona Giacconi
CL0453,DOC0008,Dott. Gemma Borromini
CL0453,DOC0030,Simonetta Troisi
CL0454,DOC0023,Luciano Alboni-Rismondo
CL0454,DOC0046,Natalia Sgarbi
CL0454,DOC0014,Elena Gargallo-Borroni
CL0455,DOC0070,Piergiorgio Scaramucci
CL0455,DOC0074,Sig.ra Imelda Morricone
CL0455,DOC0031,Adamo Baglioni
CL0456,DOC0083,Augusto Alfonsi-Saracino
CL0456,DOC0047,Valerio Modugno
CL0456,DOC0088,Carla Gasperi
CL0457,DOC0006,Martino Gaggini
CL0457,DOC0042,Luciana Farinelli
CL0457,DOC0086,Gioele Lippomano-Brancaccio
CL0458,DOC0093,Gianluigi Impastato
CL0458,DOC0049,Luisa Solimena-Olivetti
CL0458,DOC0099,Ilaria Leone
CL0459,DOC0073,Santino Campise
CL0459,DOC0062,Serena Gradenigo-Pareto
CL0459,DOC0083,Augusto Alfonsi-Saracino
CL0460,DOC0090,Dott. Giulia Ferretti
CL0460,DOC0096,Elladio Migliaccio
CL0460,DOC0038,Annamaria Brichese-Marinetti
CL0461,DOC0004,Etta Cassarà
CL0461,DOC0042,Luciana Farinelli
CL0461,DOC0059,Atenulf Pozzecco
CL0462,DOC0028,Melina Prati
CL0462,DOC0046,Natalia Sgarbi
CL0462,DOC0054,Cipriano Segni
CL0463,DOC0019,Marissa Modugno
CL0463,DOC0004,Etta Cassarà
CL0463,DOC0061,Germana Giusti
CL0464,DOC0088,Carla Gasperi
CL0464,DOC0009,Dott. Giada Mazzocchi
CL0464,DOC0083,Augusto Alfonsi-Saracino
CL0465,DOC0003,Isabella Mezzetta
CL0465,DOC0014,Elena Gargallo-Borroni
CL0465,DOC0035,Melina Monicelli
CL0466,DOC0024,Ludovica Tremonti
CL0466,DOC0081,Toni Trincavelli
CL0466,DOC0053,Victoria Balbi
CL0467,DOC0011,Bruno Cabrini
CL0467,DOC0076,Sergius Micca
CL0467,DOC0058,Bianca Pace
CL0468,DOC0032,Annamaria Trevisani
CL0468,DOC0014,Elena Gargallo-Borroni
CL0468,DOC0039,Cecilia Correr
CL0469,DOC0049,Luisa Solimena-Olivetti
CL0469,DOC0076,Sergius Micca
CL0469,DOC0050,Gianna Cimarosa
CL0470,DOC0034,Bianca Sauro
CL0470,DOC0086,Gioele Lippomano-Brancaccio
CL0470,DOC0061,Germana Giusti
CL0471,DOC0059,Atenulf Pozzecco
CL0471,DOC0086,Gioele Lippomano-Brancaccio
CL0471,DOC0073,Santino Campise
CL0472,DOC0066,Dott. Fiorino Cannizzaro
CL0472,DOC0075,Licia Gatto
CL0472,DOC0018,Sig. Domenico Iannotti
CL0473,DOC0077,Hugo Barracco
CL0473,DOC0035,Melina Monicelli
CL0473,DOC0068,Ramona Giacconi
CL0474,DOC0075,Licia Gatto
CL0474,DOC0020,Sig.ra Paulina Argentero
CL0474,DOC0019,Marissa Modugno
CL0475,DOC0040,Donatella Pace
CL0475,DOC0005,Valerio Gaito
CL0475,DOC0009,Dott. Giada Mazzocchi
CL0476,DOC0094,Dott. Chiara Panzera
CL0476,DOC0033,Sandro Versace-Battaglia
CL0476,DOC0095,Ennio Leonetti
CL0477,DOC0079,Lando Federici
CL0477,DOC0063,Piergiorgio Curatoli-Battelli
CL0477,DOC0074,Sig.ra Imelda Morricone
CL0478,DOC0090,Dott. Giulia Ferretti
CL0478,DOC0083,Augusto Alfonsi-Saracino
CL0478,DOC0085,Federico Capuana
CL0479,DOC0082,Dott. Leonardo Armellini
CL0479,DOC0064,Durante Fischetti-Trentini
CL0479,DOC0083,Augusto Alfonsi-Saracino
CL0480,DOC0042,Luciana Farinelli
CL0480,DOC0065,Santino Migliaccio
CL0480,DOC0008,Dott. Gemma Borromini
CL0481,DOC0002,Diana Canali
CL0481,DOC0083,Augusto Alfonsi-Saracino
CL0481,DOC0034,Bianca Sauro
CL0482,DOC0020,Sig.ra Paulina Argentero
CL0482,DOC0050,Gianna Cimarosa
CL0482,DOC0087,Romina Bersani-Rocca
CL0483,DOC0013,Elisa Lanfranchi
CL0483,DOC0087,Romina Bersani-Rocca
CL0483,DOC0095,Ennio Leonetti
CL0484,DOC0049,Luisa Solimena-Olivetti
CL0484,DOC0084,Eraldo Leone
CL0484,DOC0060,Elena Toselli-Ponti
CL0485,DOC0025,Arnulfo Greggio
CL0485,DOC0040,Donatella Pace
CL0485,DOC0081,Toni Trincavelli
CL0486,DOC0047,Valerio Modugno
CL0486,DOC0017,Clelia Morandi
CL0486,DOC0069,Dino Caccianemico
CL0487,DOC0035,Melina Monicelli
CL0487,DOC0015,Amanda Cicala
CL0487,DOC0037,Ansaldo Calvo
CL0487,DOC0008,Dott. Gemma Borromini
CL0487,DOC0023,Luciano Alboni-Rismondo
CL0487,DOC0024,Ludovica Tremonti
CL0488,DOC0078,Griselda Mazzocchi
CL0488,DOC0045,Claudia Filangieri
CL0488,DOC0055,Imelda Scamarcio
CL0488,DOC0023,Luciano Alboni-Rismondo
CL0488,DOC0096,Elladio Migliaccio
CL0488,DOC0001,Ranieri Martucci-Pistoletto
CL0489,DOC0035,Melina Monicelli
CL0489,DOC0066,Dott. Fiorino Cannizzaro
CL0489,DOC0037,Ansaldo Calvo
CL0489,DOC0091,Costantino Valier
CL0489,DOC0083,Augusto Alfonsi-Saracino
CL0489,DOC0051,Amadeo Acerbi
CL0490,DOC0099,Ilaria Leone
CL0490,DOC0094,Dott. Chiara Panzera
CL0490,DOC0072,Monica Ortolani
CL0490,DOC0008,Dott. Gemma Borromini
CL0490,DOC0020,Sig.ra Paulina Argentero
CL0490,DOC0068,Ramona Giacconi
CL0491,DOC0020,Sig.ra Paulina Argentero
CL0491,DOC0028,Melina Prati
CL0491,DOC0073,Santino Campise
CL0491,DOC0065,Santino Migliaccio
CL0491,DOC0070,Piergiorgio Scaramucci
CL0491,DOC0098,Bianca Satta
CL0492,DOC0025,Arnulfo Greggio
CL0492,DOC0061,Germana Giusti
CL0492,DOC0061,Germana Giusti
CL0492,DOC0017,Clelia Morandi
CL0492,DOC0014,Elena Gargallo-Borroni
CL0492,DOC0010,Fortunata Ortese
CL0493,DOC0042,Luciana Farinelli
CL0493,DOC0001,Ranieri Martucci-Pistoletto
CL0493,DOC0075,Licia Gatto
CL0494,DOC0002,Diana Canali
CL0494,DOC0062,Serena Gradenigo-Pareto
CL0494,DOC0005,Valerio Gaito
CL0495,DOC0079,Lando Federici
CL0495,DOC0039,Cecilia Correr
CL0495,DOC0028,Melina Prati
CL0496,DOC0048,Patrizio Platini
CL0496,DOC0081,Toni Trincavelli
CL0496,DOC0070,Piergiorgio Scaramucci
CL0497,DOC0057,Elladio Cattaneo
CL0497,DOC0011,Bruno Cabrini
CL0497,DOC0052,Sole Bragaglia
CL0498,DOC0071,Ramona Piazzi
CL0498,DOC0079,Lando Federici
CL0498,DOC0014,Elena Gargallo-Borroni
CL0499,DOC0091,Costantino Valier
CL0499,DOC0078,Griselda Mazzocchi
CL0499,DOC0081,Toni Trincavelli
CL0500,DOC0064,Durante Fischetti-Trentini
CL0500,DOC0079,Lando Federici
CL0500,DOC0050,Gianna Cimarosa
CL0501,DOC0069,Dino Caccianemico
CL0501,DOC0062,Serena Gradenigo-Pareto
CL0501,DOC0066,Dott. Fiorino Cannizzaro
CL0502,DOC0078,Griselda Mazzocchi
CL0502,DOC0064,Durante Fischetti-Trentini
CL0502,DOC0023,Luciano Alboni-Rismondo
CL0503,DOC0026,Rolando Bulzoni-Mazzanti
CL0503,DOC0064,Durante Fischetti-Trentini
CL0503,DOC0017,Clelia Morandi
CL0504,DOC0089,Marcella Broschi
CL0504,DOC0082,Dott. Leonardo Armellini
CL0504,DOC0089,Marcella Broschi
CL0505,DOC0011,Bruno Cabrini
CL0505,DOC0040,Donatella Pace
CL0505,DOC0079,Lando Federici
CL0505,DOC0003,Isabella Mezzetta
CL0505,DOC0002,Diana Canali
CL0505,DOC0052,Sole Bragaglia
CL0506,DOC0053,Victoria Balbi
CL0506,DOC0031,Adamo Baglioni
CL0506,DOC0097,Angelina Bataglia
CL0506,DOC0092,Marco Tornatore
CL0506,DOC0018,Sig. Domenico Iannotti
CL0506,DOC0017,Clelia Morandi
CL0507,DOC0070,Piergiorgio Scaramucci
CL0507,DOC0015,Amanda Cicala
CL0507,DOC0056,Ermenegildo Boccaccio
CL0507,DOC0001,Ranieri Martucci-Pistoletto
CL0507,DOC0098,Bianca Satta
CL0507,DOC0017,Clelia Morandi
CL0508,DOC0027,Gelsomina Antonioni
CL0508,DOC0062,Serena Gradenigo-Pareto
CL0508,DOC0091,Costantino Valier
CL0508,DOC0064,Durante Fischetti-Trentini
CL0508,DOC0075,Licia Gatto
CL0508,DOC0081,Toni Trincavelli
CL0509,DOC0034,Bianca Sauro
CL0509,DOC0046,Natalia Sgarbi
CL0509,DOC0008,Dott. Gemma Borromini
CL0509,DOC0047,Valerio Modugno
CL0509,DOC0033,Sandro Versace-Battaglia
CL0509,DOC0089,Marcella Broschi
CL0510,DOC0046,Natalia Sgarbi
CL0510,DOC0022,Clelia Notarbartolo
CL0510,DOC0091,Costantino Valier
CL0510,DOC0020,Sig.ra Paulina Argentero
CL0510,DOC0017,Clelia Morandi
CL0510,DOC0033,Sandro Versace-Battaglia
CL0511,DOC0096,Elladio Migliaccio
CL0511,DOC0074,Sig.ra Imelda Morricone
CL0511,DOC0071,Ramona Piazzi
CL0511,DOC0086,Gioele Lippomano-Brancaccio
CL0511,DOC0050,Gianna Cimarosa
CL0511,DOC0060,Elena Toselli-Ponti
CL0512,DOC0082,Dott. Leonardo Armellini
CL0512,DOC0057,Elladio Cattaneo
CL0512,DOC0040,Donatella Pace
CL0513,DOC0016,Fortunata Mengolo-Tresoldi
CL0513,DOC0034,Bianca Sauro
CL0513,DOC0016,Fortunata Mengolo-Tresoldi
CL0514,DOC0040,Donatella Pace
CL0514,DOC0042,Luciana Farinelli
CL0514,DOC0004,Etta Cassarà
CL0515,DOC0030,Simonetta Troisi
CL0515,DOC0051,Amadeo Acerbi
CL0515,DOC0032,Annamaria Trevisani
CL0516,DOC0087,Romina Bersani-Rocca
CL0516,DOC0064,Durante Fischetti-Trentini
CL0516,DOC0057,Elladio Cattaneo
CL0517,DOC0024,Ludovica Tremonti
CL0517,DOC0050,Gianna Cimarosa
CL0517,DOC0001,Ranieri Martucci-Pistoletto
CL0518,DOC0030,Simonetta Troisi
CL0518,DOC0079,Lando Federici
CL0518,DOC0037,Ansaldo Calvo
CL0519,DOC0006,Martino Gaggini
CL0519,DOC0046,Natalia Sgarbi
CL0519,DOC0032,Annamaria Trevisani
CL0520,DOC0032,Annamaria Trevisani
CL0520,DOC0014,Elena Gargallo-Borroni
CL0520,DOC0084,Eraldo Leone
CL0521,DOC0048,Patrizio Platini
CL0521,DOC0038,Annamaria Brichese-Marinetti
CL0521,DOC0032,Annamaria Trevisani
CL0522,DOC0016,Fortunata Mengolo-Tresoldi
CL0522,DOC0065,Santino Migliaccio
CL0522,DOC0032,Annamaria Trevisani
CL0522,DOC0012,Barbara Granatelli
CL0522,DOC0090,Dott. Giulia Ferretti
CL0522,DOC0053,Victoria Balbi
CL0523,DOC0066,Dott. Fiorino Cannizzaro
CL0523,DOC0069,Dino Caccianemico
CL0523,DOC0060,Elena Toselli-Ponti
CL0523,DOC0039,Cecilia Correr
CL0523,DOC0047,Valerio Modugno
CL0523,DOC0031,Adamo Baglioni
CL0524,DOC0011,Bruno Cabrini
CL0524,DOC0067,Caterina Boccaccio
CL0524,DOC0093,Gianluigi Impastato
CL0524,DOC0058,Bianca Pace
CL0524,DOC0071,Ramona Piazzi
CL0524,DOC0055,Imelda Scamarcio
CL0525,DOC0067,Caterina Boccaccio
CL0525,DOC0044,Bianca Pagliaro
CL0525,DOC0069,Dino Caccianemico
CL0525,DOC0037,Ansaldo Calvo
CL0525,DOC0098,Bianca Satta
CL0525,DOC0059,Atenulf Pozzecco
CL0526,DOC0092,Marco Tornatore
CL0526,DOC0047,Valerio Modugno
CL0526,DOC0041,Mariano Redi
CL0526,DOC0099,Ilaria Leone
CL0526,DOC0039,Cecilia Correr
CL0526,DOC0061,Germana Giusti
CL0527,DOC0054,Cipriano Segni
CL0527,DOC0005,Valerio Gaito
CL0527,DOC0081,Toni Trincavelli
CL0527,DOC0064,Durante Fischetti-Trentini
CL0527,DOC0065,Santino Migliaccio
CL0527,DOC0007,Elena Alighieri
CL0528,DOC0040,Donatella Pace
CL0528,DOC0001,Ranieri Martucci-Pistoletto
CL0528,DOC0057,Elladio Cattaneo
CL0528,DOC0015,Amanda Cicala
CL0528,DOC0022,Clelia Notarbartolo
CL0528,DOC0076,Sergius Micca
CL0529,DOC0080,Giacomo Zito
CL0529,DOC0077,Hugo Barracco
CL0529,DOC0099,Ilaria Leone
CL0529,DOC0063,Piergiorgio Curatoli-Battelli
CL0529,DOC0073,Santino Campise
CL0529,DOC0002,Diana Canali
CL0530,DOC0011,Bruno Cabrini
CL0530,DOC0063,Piergiorgio Curatoli-Battelli
CL0530,DOC0092,Marco Tornatore
CL0530,DOC0055,Imelda Scamarcio
CL0530,DOC0019,Marissa Modugno
CL0530,DOC0011,Bruno Cabrini
CL0531,DOC0039,Cecilia Correr
CL0531,DOC0082,Dott. Leonardo Armellini
CL0531,DOC0068,Ramona Giacconi
CL0531,DOC0072,Monica Ortolani
CL0531,DOC0017,Clelia Morandi
CL0531,DOC0055,Imelda Scamarcio
CL0532,DOC0018,Sig. Domenico Iannotti
CL0532,DOC0026,Rolando Bulzoni-Mazzanti
CL0532,DOC0036,Gaspare Vecellio
CL0532,DOC0028,Melina Prati
CL0532,DOC0008,Dott. Gemma Borromini
CL0532,DOC0040,Donatella Pace
CL0533,DOC0050,Gianna Cimarosa
CL0533,DOC0029,Tonia Nosiglia
CL0533,DOC0017,Clelia Morandi
CL0533,DOC0045,Claudia Filangieri
CL0533,DOC0094,Dott. Chiara Panzera
CL0533,DOC0087,Romina Bersani-Rocca
CL0534,DOC0073,Santino Campise
CL0534,DOC0048,Patrizio Platini
CL0534,DOC0050,Gianna Cimarosa
CL0534,DOC0076,Sergius Micca
CL0534,DOC0011,Bruno Cabrini
CL0534,DOC0002,Diana Canali
CL0535,DOC0048,Patrizio Platini
CL0535,DOC0021,Annunziata Malenchini-Caruso
CL0535,DOC0037,Ansaldo Calvo
CL0535,DOC0093,Gianluigi Impastato
CL0535,DOC0086,Gioele Lippomano-Brancaccio
CL0535,DOC0014,Elena Gargallo-Borroni
CL0536,DOC0043,Raimondo Navone
CL0536,DOC0064,Durante Fischetti-Trentini
CL0536,DOC0048,Patrizio Platini
CL0537,DOC0066,Dott. Fiorino Cannizzaro
CL0537,DOC0025,Arnulfo Greggio
CL0537,DOC0049,Luisa Solimena-Olivetti
CL0538,DOC0078,Griselda Mazzocchi
CL0538,DOC0088,Carla Gasperi
CL0538,DOC0018,Sig. Domenico Iannotti
CL0539,DOC0092,Marco Tornatore
CL0539,DOC0078,Griselda Mazzocchi
CL0539,DOC0051,Amadeo Acerbi
CL0540,DOC0097,Angelina Bataglia
CL0540,DOC0100,Loredana Bocelli
CL0540,DOC0072,Monica Ortolani
CL0541,DOC0041,Mariano Redi
CL0541,DOC0076,Sergius Micca
CL0541,DOC0093,Gianluigi Impastato
CL0542,DOC0052,Sole Bragaglia
CL0542,DOC0062,Serena Gradenigo-Pareto
CL0542,DOC0090,Dott. Giulia Ferretti
CL0543,DOC0072,Monica Ortolani
CL0543,DOC0083,Augusto Alfonsi-Saracino
CL0543,DOC0093,Gianluigi Impastato
CL0544,DOC0044,Bianca Pagliaro
CL0544,DOC0024,Ludovica Tremonti
CL0544,DOC0096,Elladio Migliaccio
CL0545,DOC0014,Elena Gargallo-Borroni
CL0545,DOC0075,Licia Gatto
CL0545,DOC0058,Bianca Pace
CL0546,DOC0052,Sole Bragaglia
CL0546,DOC0036,Gaspare Vecellio
CL0546,DOC0097,Angelina Bataglia
CL0547,DOC0072,Monica Ortolani
CL0547,DOC0007,Elena Alighieri
CL0547,DOC0060,Elena Toselli-Ponti
CL0548,DOC0072,Monica Ortolani
CL0548,DOC0079,Lando Federici
CL0548,DOC0068,Ramona Giacconi
CL0549,DOC0028,Melina Prati
CL0549,DOC0085,Federico Capuana
CL0549,DOC0019,Marissa Modugno
CL0550,DOC0028,Melina Prati
CL0550,DOC0009,Dott. Giada Mazzocchi
CL0550,DOC0002,Diana Canali
CL0551,DOC0032,Annamaria Trevisani
CL0551,DOC0066,Dott. Fiorino Cannizzaro
CL0551,DOC0072,Monica Ortolani
CL0552,DOC0084,Eraldo Leone
CL0552,DOC0008,Dott. Gemma Borromini
CL0552,DOC0060,Elena Toselli-Ponti
CL0553,DOC0030,Simonetta Troisi
CL0553,DOC0041,Mariano Redi
CL0553,DOC0061,Germana Giusti
CL0554,DOC0085,Federico Capuana
CL0554,DOC0049,Luisa Solimena-Olivetti
CL0554,DOC0053,Victoria Balbi
CL0555,DOC0095,Ennio Leonetti
CL0555,DOC0079,Lando Federici
CL0555,DOC0038,Annamaria Brichese-Marinetti
CL0556,DOC0042,Luciana Farinelli
CL0556,DOC0051,Amadeo Acerbi
CL0556,DOC0078,Griselda Mazzocchi
CL0557,DOC0089,Marcella Broschi
CL0557,DOC0085,Federico Capuana
CL0557,DOC0013,Elisa Lanfranchi
CL0558,DOC0075,Licia Gatto
CL0558,DOC0039,Cecilia Correr
CL0558,DOC0060,Elena Toselli-Ponti
CL0559,DOC0089,Marcella Broschi
CL0559,DOC0016,Fortunata Mengolo-Tresoldi
CL0559,DOC0018,Sig. Domenico Iannotti
CL0560,DOC0052,Sole Bragaglia
CL0560,DOC0032,Annamaria Trevisani
CL0560,DOC0010,Fortunata Ortese
CL0561,DOC0047,Valerio Modugno
CL0561,DOC0051,Amadeo Acerbi
CL0561,DOC0074,Sig.ra Imelda Morricone
CL0562,DOC0013,Elisa Lanfranchi
CL0562,DOC0092,Marco Tornatore
CL0562,DOC0061,Germana Giusti
CL0563,DOC0010,Fortunata Ortese
CL0563,DOC0054,Cipriano Segni
CL0563,DOC0017,Clelia Morandi
CL0564,DOC0064,Durante Fischetti-Trentini
CL0564,DOC0072,Monica Ortolani
CL0564,DOC0017,Clelia Morandi
CL0565,DOC0059,Atenulf Pozzecco
CL0565,DOC0081,Toni Trincavelli
CL0565,DOC0008,Dott. Gemma Borromini
CL0566,DOC0012,Barbara Granatelli
CL0566,DOC0091,Costantino Valier
CL0566,DOC0024,Ludovica Tremonti
CL0567,DOC0071,Ramona Piazzi
