id_studente,id_classe,nome,cognome,genere,cittadinanza
STU03640,CL0430,Matilda,Valier,F,ITA
STU03641,CL0430,Donna,Solari,F,ITA
STU03642,CL0430,Claudia,Donini,F,ITA
STU03643,CL0430,Aurora,Ferrara,F,ITA
STU03644,CL0430,Adriana,Fibonacci,F,ITA
STU03645,CL0430,Marissa,Pellegrini,F,ITA
STU03646,CL0431,Lucia,Scalera,F,ITA
STU03647,CL0431,Antonella,Scandone,F,ITA
STU03648,CL0431,Bettina,Berrè,F,ITA
STU03649,CL0431,Monica,Mazzacurati,F,ITA
STU03650,CL0431,Giuliana,Torlonia,F,ITA
STU03651,CL0431,Isa,Marino,F,ITA
STU03652,CL0431,Carolina,Cugia,F,ITA
STU03653,CL0431,Teresa,Almagià,F,ITA
STU03654,CL0432,Rodolfo,Offredi,M,ITA
STU03655,CL0432,Barbara,Palumbo,F,ITA
STU03656,CL0432,Rosa,Cabibbo,F,ITA
STU03657,CL0432,Greca,Michelangeli,F,ITA
STU03658,CL0432,Lisa,Gucci,F,ITA
STU03659,CL0432,Antonina,Rocca,F,ITA
STU03660,CL0432,Claudia,Battaglia,F,ITA
STU03661,CL0432,Priscilla,Filippini,F,ITA
STU03662,CL0432,Adelasia,Bonolis,F,ITA
STU03663,CL0433,Guglielmo,Opizzi,M,ITA
STU03664,CL0433,Lucia,Contrafatto,F,ITA
STU03665,CL0433,Teresa,Pugliese,F,ITA
STU03666,CL0433,Luigina,Bocca,F,ITA
STU03667,CL0433,Flavia,Travaglio,F,ITA
STU03668,CL0433,Stefani,Muratori,F,ITA
STU03669,CL0433,Gemma,Agnesi,F,ITA
STU03670,CL0434,Enzo,Bellocchio,M,ITA
STU03671,CL0434,Stefania,Oliboni,F,ITA
STU03672,CL0434,Michelotto,Federico,M,ITA
STU03673,CL0434,Bettina,Palmisano,F,ITA
STU03674,CL0434,Carla,Petruzzi,F,ITA
STU03675,CL0434,Olga,Ferragamo,F,ITA
STU03676,CL0434,Vanessa,Vasari,F,ITA
STU03677,CL0434,Stella,Guglielmi,F,ITA
STU03678,CL0434,Evangelista,Morandini,F,ITA
STU03679,CL0434,Lisa,Mercalli,F,ITA
STU03680,CL0435,Allegra,Gemito,F,ITA
STU03681,CL0435,Stefania,Alfieri,F,ITA
STU03682,CL0435,Elvira,Caracciolo,F,ITA
STU03683,CL0435,Manuel,Cappelli,M,ITA
STU03684,CL0435,Isabella,Peruzzi,F,ITA
STU03685,CL0435,Alphons,Grassi,M,ITA
STU03686,CL0435,Elladio,Tamburello,M,ITA
STU03687,CL0435,Aria,Mercantini,F,ITA
STU03688,CL0435,Gabriele,Canova,M,ITA
STU03689,CL0435,Donato,Renault,M,ITA
STU03690,CL0436,Luciana,Bruno,F,ITA
STU03691,CL0436,Fernanda,Castelli,F,ITA
STU03692,CL0436,Pier,Littizzetto,M,ITA
STU03693,CL0436,Damiano,Ferrari,M,ITA
STU03694,CL0436,Sante,Chiappetta,M,ITA
STU03695,CL0436,Piersanti,Cristoforetti,M,ITA
STU03696,CL0436,Lucrezia,Giusti,F,ITA
STU03697,CL0436,Donna,Liverotti,F,ITA
STU03698,CL0436,Luciana,Paolucci,F,ITA
STU03699,CL0437,Letizia,Fagotto,F,ITA
STU03700,CL0437,Antonina,Bandello,F,ITA
STU03701,CL0437,Allegra,Gaiatto,F,ITA
STU03702,CL0437,Victoria,Gabbana,F,ITA
STU03703,CL0437,Rosa,Bernetti,F,NON_ITA
STU03704,CL0437,Nadia,Mondaini,F,ITA
STU03705,CL0437,Greco,Cesarotti,M,ITA
STU03706,CL0437,Ninetta,Bragadin,F,ITA
STU03707,CL0437,Roberto,Grossi,M,ITA
STU03708,CL0438,Ronaldo,Montessori,M,ITA
STU03709,CL0438,Maria,Scalfaro,F,ITA
STU03710,CL0438,Gioacchino,Cavanna,M,ITA
STU03711,CL0438,Livia,Pavanello,F,ITA
STU03712,CL0438,Ninetta,Lamborghini,F,ITA
STU03713,CL0438,Alessio,Pavanello,M,ITA
STU03714,CL0438,Ubaldo,Guinizzelli,M,ITA
STU03715,CL0439,Chiara,Guarana,F,ITA
STU03716,CL0439,Amadeo,Rismondo,M,ITA
STU03717,CL0439,Galasso,Russo,M,ITA
STU03718,CL0439,Torquato,Caruso,M,ITA
STU03719,CL0439,Paride,Murialdo,M,ITA
STU03720,CL0439,Valentina,Frescobaldi,F,ITA
STU03721,CL0439,Aurora,Natta,F,ITA
STU03722,CL0439,Renzo,Pinamonte,M,ITA
STU03723,CL0440,Liliana,Venier,F,ITA
STU03724,CL0440,Luca,Mascheroni,M,ITA
STU03725,CL0440,Matteo,Desio,M,ITA
STU03726,CL0440,Ugolino,Badoglio,M,ITA
STU03727,CL0440,Armando,Platini,M,ITA
STU03728,CL0440,Lando,Moccia,M,ITA
STU03729,CL0440,Tiziano,Marcacci,M,ITA
STU03730,CL0441,Lucrezia,Romagnoli,F,ITA
STU03731,CL0441,Vito,Biagi,M,ITA
STU03732,CL0441,Galasso,Chinnici,M,ITA
STU03733,CL0441,Camillo,Malipiero,M,ITA
STU03734,CL0441,Bartolomeo,Lombardi,M,ITA
STU03735,CL0441,Ilaria,Onio,F,NON_ITA
STU03736,CL0441,Durante,Vigliotti,M,ITA
STU03737,CL0442,Diana,Scarpetta,F,ITA
STU03738,CL0442,Osvaldo,Turchetta,M,ITA
STU03739,CL0442,Ornella,Sokolov,F,NON_ITA
STU03740,CL0442,Ruggero,Modiano,M,NON_ITA
STU03741,CL0442,Letizia,Fiorucci,F,ITA
STU03742,CL0442,Milo,Mantegna,M,ITA
STU03743,CL0442,Torquato,Gangemi,M,ITA
STU03744,CL0442,Greco,Carriera,M,ITA
STU03745,CL0443,Liberto,Argento,M,ITA
STU03746,CL0443,Alphons,Fittipaldi,M,ITA
STU03747,CL0443,Aldo,Visintini,M,ITA
STU03748,CL0443,Giada,Zacco,F,ITA
STU03749,CL0443,Adelmo,Trevisani,M,ITA
STU03750,CL0443,Paoletta,Antonucci,F,ITA
STU03751,CL0443,Beatrice,Boitani,F,NON_ITA
STU03752,CL0443,Giulio,Viviani,M,ITA
STU03753,CL0444,Sergius,Ciani,M,ITA
STU03754,CL0444,Alessia,Caracciolo,F,ITA
STU03755,CL0444,Alderano,Zoppetto,M,NON_ITA
STU03756,CL0444,Annamaria,Argurio,F,ITA
STU03757,CL0444,Concetta,Boaga,F,ITA
STU03758,CL0444,Fiorenzo,Alighieri,M,ITA
STU03759,CL0444,Angelo,Ricciardi,M,ITA
STU03760,CL0444,Elena,Duse,F,ITA
STU03761,CL0444,Rodolfo,Guarneri,M,ITA
STU03762,CL0445,Stella,Battelli,F,ITA
STU03763,CL0445,Atenulf,Paganini,M,ITA
STU03764,CL0445,Adamo,Ortolani,M,ITA
STU03765,CL0445,Angelica,Gaiatto,F,ITA
STU03766,CL0445,Gilberto,Matteotti,M,ITA
STU03767,CL0445,Atenulf,Serao,M,ITA
STU03768,CL0445,Arnaldo,Nordio,M,ITA
STU03769,CL0445,Girolamo,Gadda,M,ITA
STU03770,CL0445,Mirko,Torricelli,M,ITA
STU03771,CL0445,Renzo,Cutrufo,M,ITA
STU03772,CL0446,Ramona,Scarlatti,F,ITA
STU03773,CL0446,Lina,Caracciolo,F,ITA
STU03774,CL0446,Ermanno,Zacco,M,ITA
STU03775,CL0446,Marco,Guarato,M,ITA
STU03776,CL0446,Giancarlo,Tartini,M,ITA
STU03777,CL0446,Pier,Botta,M,ITA
STU03778,CL0446,Ivan,Detti,M,ITA
STU03779,CL0446,Giuliana,Baroffio,F,ITA
STU03780,CL0447,Clelia,Tron,F,ITA
STU03781,CL0447,Lucio,Perini,M,ITA
STU03782,CL0447,Benedetto,Tomasetti,M,ITA
STU03783,CL0447,Lucio,Costanzi,M,NON_ITA
STU03784,CL0447,Greco,Moresi,M,ITA
STU03785,CL0447,Adelmo,Gentili,M,ITA
STU03786,CL0447,Sonia,Scarpetta,F,ITA
STU03787,CL0448,Ignazio,Fabrizi,M,ITA
STU03788,CL0448,Orazio,Lettiere,M,ITA
STU03789,CL0448,Giacinto,Bragaglia,M,ITA
STU03790,CL0448,Pina,Gemito,F,ITA
STU03791,CL0448,Raffaele,Tornatore,M,ITA
STU03792,CL0448,Ilaria,Naccari,F,ITA
STU03793,CL0448,Rocco,Dibiasi,M,ITA
STU03794,CL0448,Liliana,Petrocelli,F,ITA
STU03795,CL0449,Bettina,Cherubini,F,ITA
STU03796,CL0449,Domenico,Cantimori,M,ITA
STU03797,CL0449,Berenice,Carli,F,ITA
STU03798,CL0449,Gianluca,Barcella,M,ITA
STU03799,CL0449,Loretta,Norbiato,F,ITA
STU03800,CL0449,Torquato,Magrassi,M,ITA
STU03801,CL0449,Marcella,Ossani,F,ITA
STU03802,CL0449,Gianluca,Bosurgi,M,ITA
STU03803,CL0450,Patrizia,Mengolo,F,ITA
STU03804,CL0450,Rembrandt,Majorana,M,NON_ITA
STU03805,CL0450,Eleanora,Ludovisi,F,NON_ITA
STU03806,CL0450,Veronica,Verga,F,ITA
STU03807,CL0450,Pina,Bramante,F,ITA
STU03808,CL0450,Antonietta,Modiano,F,ITA
STU03809,CL0450,Caterina,Cannizzaro,F,ITA
STU03810,CL0450,Berenice,Vercelloni,F,ITA
STU03811,CL0450,Flavia,Anguillara,F,ITA
STU03812,CL0451,Giancarlo,Callegaro,M,ITA
STU03813,CL0451,Michela,Nadi,F,ITA
STU03814,CL0451,Stella,Schiaparelli,F,ITA
STU03815,CL0451,Adele,Coppola,F,NON_ITA
STU03816,CL0451,Matilda,Dovara,F,ITA
STU03817,CL0451,Melania,Garobbio,F,ITA
STU03818,CL0451,Fabia,Tacchini,F,NON_ITA
STU03819,CL0451,Raffaellino,Poerio,M,ITA
STU03820,CL0451,Lolita,Montanariello,F,NON_ITA
STU03821,CL0451,Olga,Pulci,F,ITA
STU03822,CL0452,Viridiana,Anguillara,F,ITA
STU03823,CL0452,Antonella,Pignatti,F,ITA
STU03824,CL0452,Isabella,Paolini,F,ITA
STU03825,CL0452,Sandra,Brunello,F,NON_ITA
STU03826,CL0452,Anita,Mercantini,F,ITA
STU03827,CL0452,Enzio,Coardi,M,ITA
STU03828,CL0452,Stefani,Borroni,F,NON_ITA
STU03829,CL0453,Claudio,Tedesco,M,NON_ITA
STU03830,CL0453,Nedda,Dellucci,F,NON_ITA
STU03831,CL0453,Luciana,Bragadin,F,ITA
STU03832,CL0453,Guido,Pucci,M,NON_ITA
STU03833,CL0453,Maria,Maccanelli,F,ITA
STU03834,CL0453,Mariano,Bianchi,M,ITA
STU03835,CL0453,Donna,Solari,F,ITA
STU03836,CL0453,Aria,Bernardini,F,NON_ITA
STU03837,CL0453,Barbara,Gravina,F,ITA
STU03838,CL0453,Tiziana,Pasolini,F,NON_ITA
STU03839,CL0454,Priscilla,Galvani,F,ITA
STU03840,CL0454,Vanessa,Fittipaldi,F,ITA
STU03841,CL0454,Lilla,Pratesi,F,ITA
STU03842,CL0454,Agostino,Giacometti,M,ITA
STU03843,CL0454,Dolores,Franscini,F,ITA
STU03844,CL0454,Nedda,Paltrinieri,F,NON_ITA
STU03845,CL0454,Ludovica,Foscari,F,ITA
STU03846,CL0454,Liana,Gianinazzi,F,ITA
STU03847,CL0454,Stefani,Stucchi,F,ITA
STU03848,CL0454,Bianca,Bernini,F,ITA
STU03849,CL0455,Piergiuseppe,Mennea,M,ITA
STU03850,CL0455,Benvenuto,Sermonti,M,ITA
STU03851,CL0455,Donna,Filippini,F,ITA
STU03852,CL0455,Mariano,Niggli,M,ITA
STU03853,CL0455,Osvaldo,Abbagnale,M,NON_ITA
STU03854,CL0455,Dina,Fornaciari,F,ITA
STU03855,CL0455,Melania,Barberini,F,ITA
STU03856,CL0455,Piergiuseppe,Vecoli,M,ITA
STU03857,CL0455,Giovanni,Redi,M,NON_ITA
STU03858,CL0456,Filippo,Galuppi,M,ITA
STU03859,CL0456,Annibale,Littizzetto,M,ITA
STU03860,CL0456,Giada,Armellini,F,ITA
STU03861,CL0456,Ruggero,Boldù,M,ITA
STU03862,CL0456,Matteo,Mazzocchi,M,ITA
STU03863,CL0456,Marisa,Bianchi,F,NON_ITA
STU03864,CL0456,Patrizio,Vigorelli,M,NON_ITA
STU03865,CL0456,Letizia,Giolitti,F,ITA
STU03866,CL0457,Rosaria,Marangoni,F,ITA
STU03867,CL0457,Eliana,Pedersoli,F,ITA
STU03868,CL0457,Roberta,Procacci,F,ITA
STU03869,CL0457,Carolina,Chindamo,F,NON_ITA
STU03870,CL0457,Ronaldo,Platini,M,ITA
STU03871,CL0457,Gionata,Civaschi,M,NON_ITA
STU03872,CL0457,Angelica,Bragadin,F,NON_ITA
STU03873,CL0457,Luca,Totino,M,ITA
STU03874,CL0458,Vincenza,Panatta,F,ITA
STU03875,CL0458,Saverio,Salandra,M,NON_ITA
STU03876,CL0458,Angelo,Fallaci,M,NON_ITA
STU03877,CL0458,Gianfranco,Guarato,M,ITA
STU03878,CL0458,Tullio,Tornatore,M,ITA
STU03879,CL0458,Annetta,Sagredo,F,ITA
STU03880,CL0458,Giuliana,Filzi,F,ITA
STU03881,CL0458,Cecilia,Marini,F,NON_ITA
STU03882,CL0458,Lucio,Vittadello,M,NON_ITA
STU03883,CL0458,Cassandra,Burcardo,F,NON_ITA
STU03884,CL0459,Giacobbe,Gori,M,ITA
STU03885,CL0459,Ubaldo,Andreotti,M,NON_ITA
STU03886,CL0459,Mauro,Monduzzi,M,ITA
STU03887,CL0459,Dante,Majewski,M,ITA
STU03888,CL0459,Amalia,Borgia,F,ITA
STU03889,CL0459,Nedda,Chiaramonte,F,ITA
STU03890,CL0459,Ruggero,Sokolov,M,ITA
STU03891,CL0459,Romana,Guarneri,F,ITA
STU03892,CL0459,Adamo,Marsili,M,NON_ITA
STU03893,CL0459,Micheletto,Rossellini,M,ITA
STU03894,CL0460,Fedele,Petrucelli,M,ITA
STU03895,CL0460,Sole,Angiolello,F,ITA
STU03896,CL0460,Hugo,Babbo,M,ITA
STU03897,CL0460,Federigo,Briccialdi,M,ITA
STU03898,CL0460,Sandra,Ferrari,F,NON_ITA
STU03899,CL0460,Baccio,Bonanno,M,ITA
STU03900,CL0460,Fiorino,Vendetti,M,ITA
STU03901,CL0460,Giorgio,Calarco,M,ITA
STU03902,CL0461,Amadeo,Pedersoli,M,ITA
STU03903,CL0461,Luchino,Zeffirelli,M,ITA
STU03904,CL0461,Gioele,Verdone,M,NON_ITA
STU03905,CL0461,Roberto,Pozzecco,M,ITA
STU03906,CL0461,Coluccio,Ricolfi,M,ITA
STU03907,CL0461,Gianpaolo,Giunti,M,ITA
STU03908,CL0461,Gianni,Pavone,M,ITA
STU03909,CL0461,Arnaldo,Sibilia,M,ITA
STU03910,CL0462,Coriolano,Ovadia,M,ITA
STU03911,CL0462,Puccio,Beccaria,M,NON_ITA
STU03912,CL0462,Aldo,Farina,M,NON_ITA
STU03913,CL0462,Olga,Pininfarina,F,ITA
STU03914,CL0462,Massimiliano,Saraceno,M,NON_ITA
STU03915,CL0462,Ludovico,Donarelli,M,NON_ITA
STU03916,CL0462,Sante,Toscanini,M,NON_ITA
STU03917,CL0462,Orlando,Donini,M,ITA
STU03918,CL0462,Mariana,Pigafetta,F,ITA
STU03919,CL0462,Flavia,Telesio,F,ITA
STU03920,CL0463,Rosario,Zaguri,M,ITA
STU03921,CL0463,Martino,Morlacchi,M,ITA
STU03922,CL0463,Fabrizio,Tomaselli,M,ITA
STU03923,CL0463,Valentina,Cheda,F,ITA
STU03924,CL0463,Alphons,Schiavo,M,ITA
STU03925,CL0463,Fabio,Mondaini,M,ITA
STU03926,CL0463,Dante,Bonaventura,M,ITA
STU03927,CL0463,Adamo,Zampa,M,ITA
STU03928,CL0464,Clelia,Brancaccio,F,ITA
STU03929,CL0464,Luigi,Ferrara,M,ITA
STU03930,CL0464,Ettore,Interiano,M,ITA
STU03931,CL0464,Goffredo,Comeriato,M,ITA
STU03932,CL0464,Dario,Pederiva,M,ITA
STU03933,CL0464,Domenico,Tagliafierro,M,ITA
STU03934,CL0464,Panfilo,Muti,M,NON_ITA
STU03935,CL0465,Saverio,Vecoli,M,ITA
STU03936,CL0465,Pasquale,Ceri,M,ITA
STU03937,CL0465,Gino,Agazzi,M,ITA
STU03938,CL0465,Piero,Giradello,M,ITA
STU03939,CL0465,Lucia,Prodi,F,ITA
STU03940,CL0465,Alberto,Valier,M,ITA
STU03941,CL0465,Cassandra,Bottaro,F,ITA
STU03942,CL0465,Giada,Zecchini,F,ITA
STU03943,CL0465,Angelo,Trapani,M,NON_ITA
STU03944,CL0465,Arsenio,Tasca,M,ITA
STU03945,CL0466,Micheletto,Boitani,M,ITA
STU03946,CL0466,Costantino,Perini,M,ITA
STU03947,CL0466,Maurilio,Venier,M,ITA
STU03948,CL0466,Panfilo,Condoleo,M,ITA
STU03949,CL0466,Luigina,Metella,F,ITA
STU03950,CL0466,Fulvio,Modugno,M,ITA
STU03951,CL0466,Oreste,Martucci,M,ITA
STU03952,CL0466,Stefano,Zanichelli,M,ITA
STU03953,CL0466,Luca,Semitecolo,M,ITA
STU03954,CL0467,Uberto,Gagliardi,M,ITA
STU03955,CL0467,Ivo,Tasso,M,ITA
STU03956,CL0467,Cassandra,Abate,F,ITA
STU03957,CL0467,Ermes,Pascarella,M,ITA
STU03958,CL0467,Zaira,Vergerio,F,ITA
STU03959,CL0467,Ludovica,Sismondi,F,ITA
STU03960,CL0467,Gaspare,Randazzo,M,ITA
STU03961,CL0467,Orlando,Casaleggio,M,ITA
STU03962,CL0467,Bruno,Sinisi,M,ITA
STU03963,CL0468,Gionata,Carducci,M,ITA
STU03964,CL0468,Flavio,Foletti,M,ITA
STU03965,CL0468,Emilio,Tebaldi,M,ITA
STU03966,CL0468,Gustavo,Ravaglioli,M,ITA
STU03967,CL0468,Imelda,Omma,F,ITA
STU03968,CL0468,Renzo,Scarlatti,M,ITA
STU03969,CL0468,Paride,Gonzaga,M,ITA
STU03970,CL0468,Raffaello,Tutino,M,ITA
STU03971,CL0468,Paloma,Ruffini,F,ITA
STU03972,CL0469,Santino,Endrizzi,M,ITA
STU03973,CL0469,Stefano,Bosio,M,ITA
STU03974,CL0469,Gabriele,Donini,M,ITA
STU03975,CL0469,Paola,Farinelli,F,ITA
STU03976,CL0469,Atenulf,Spanevello,M,ITA
STU03977,CL0469,Marco,Pascarella,M,ITA
STU03978,CL0469,Pomponio,Balotelli,M,ITA
STU03979,CL0470,Giustino,Trobbiani,M,ITA
STU03980,CL0470,Angelina,Doglioni,F,ITA
STU03981,CL0470,Pierangelo,Broschi,M,ITA
STU03982,CL0470,Orlando,Gemito,M,ITA
STU03983,CL0470,Alessandro,Mezzetta,M,NON_ITA
STU03984,CL0470,Adriano,Turchi,M,ITA
STU03985,CL0470,Pasqual,Gualandi,M,NON_ITA
STU03986,CL0470,Pierluigi,Chiesa,M,NON_ITA
STU03987,CL0470,Alessandro,Donati,M,ITA
STU03988,CL0471,Ilaria,Ceschi,F,ITA
STU03989,CL0471,Ettore,Jovinelli,M,ITA
STU03990,CL0471,Gianpietro,Sandi,M,ITA
STU03991,CL0471,Federigo,Rusticucci,M,ITA
STU03992,CL0471,Girolamo,Polizzi,M,ITA
STU03993,CL0471,Nicoletta,Manolesso,F,ITA
STU03994,CL0471,Vito,Argenti,M,ITA
STU03995,CL0471,Baccio,Porcellato,M,NON_ITA
STU03996,CL0471,Giulio,Carpaccio,M,ITA
STU03997,CL0472,Ignazio,Gianvecchio,M,ITA
STU03998,CL0472,Camilla,Quasimodo,F,ITA
STU03999,CL0472,Giovanni,Dandolo,M,ITA
STU04000,CL0472,Lando,Ruberto,M,ITA
STU04001,CL0472,Claudia,Agostini,F,ITA
STU04002,CL0472,Ansaldo,Fogazzaro,M,ITA
STU04003,CL0472,Pellegrino,Donarelli,M,ITA
STU04004,CL0472,Antonello,Cicala,M,ITA
STU04005,CL0473,Alberico,Musatti,M,ITA
STU04006,CL0473,Giulio,Chiappetta,M,ITA
STU04007,CL0473,Umberto,Maffei,M,ITA
STU04008,CL0473,Salvatore,Pontecorvo,M,ITA
STU04009,CL0473,Gaetano,Mondadori,M,ITA
STU04010,CL0473,Lidia,Trombetta,F,ITA
STU04011,CL0473,Livia,Rapisardi,F,ITA
STU04012,CL0473,Fernanda,Mastandrea,F,ITA
STU04013,CL0474,Fabrizia,Govoni,F,NON_ITA
STU04014,CL0474,Federica,Trezzini,F,NON_ITA
STU04015,CL0474,Ronaldo,Anguissola,M,ITA
STU04016,CL0474,Rocco,Iannelli,M,ITA
STU04017,CL0474,Gianmarco,Verri,M,ITA
STU04018,CL0474,Mariano,Gentileschi,M,ITA
STU04019,CL0474,Luciano,Marino,M,ITA
STU04020,CL0474,Benito,Buscetta,M,NON_ITA
STU04021,CL0474,Elladio,Borsellino,M,ITA
STU04022,CL0475,Milo,Guinizzelli,M,ITA
STU04023,CL0475,Oreste,Faggiani,M,ITA
STU04024,CL0475,Patrizio,Pacelli,M,ITA
STU04025,CL0475,Raffaellino,Pedrazzini,M,ITA
STU04026,CL0475,Baldassare,Buscetta,M,ITA
STU04027,CL0475,Michelangelo,Mazzacurati,M,ITA
STU04028,CL0475,Beppe,Piazzi,M,ITA
STU04029,CL0476,Amico,Trentini,M,ITA
STU04030,CL0476,Nino,Manzoni,M,NON_ITA
STU04031,CL0476,Enzio,Cilibrasi,M,ITA
STU04032,CL0476,Martino,Mondaini,M,ITA
STU04033,CL0476,Giuseppe,Leone,M,ITA
STU04034,CL0476,Raffaello,Tencalla,M,NON_ITA
STU04035,CL0476,Amalia,Foscari,F,ITA
STU04036,CL0476,Fredo,Pedroni,M,ITA
STU04037,CL0476,Lamberto,Oliboni,M,ITA
STU04038,CL0477,Vito,Sauli,M,NON_ITA
STU04039,CL0477,Francesco,Bonanno,M,ITA
STU04040,CL0477,Adelmo,Zarlino,M,ITA
STU04041,CL0477,Ricciotti,Grifeo,M,ITA
STU04042,CL0477,Alphons,Beccheria,M,ITA
STU04043,CL0477,Roman,Porzio,M,ITA
STU04044,CL0477,Amleto,Errani,M,ITA
STU04045,CL0477,Rodolfo,Persico,M,ITA
STU04046,CL0477,Ignazio,Oliboni,M,NON_ITA
STU04047,CL0477,Diana,Serraglio,F,ITA
STU04048,CL0478,Luciano,Bonolis,M,NON_ITA
STU04049,CL0478,Sergius,Agostinelli,M,ITA
STU04050,CL0478,Sandro,Tomei,M,ITA
STU04051,CL0478,Luciano,Coardi,M,ITA
STU04052,CL0478,Ciro,Poerio,M,ITA
STU04053,CL0478,Angelo,Duodo,M,ITA
STU04054,CL0478,Gioffre,Gentileschi,M,ITA
STU04055,CL0478,Vito,Caboto,M,ITA
STU04056,CL0478,Piersanti,Scarlatti,M,ITA
STU04057,CL0479,Eugenia,Branciforte,F,ITA
STU04058,CL0479,Biagio,Cattaneo,M,ITA
STU04059,CL0479,Fabrizio,Trezzini,M,ITA
STU04060,CL0479,Jacopo,Disdero,M,ITA
STU04061,CL0479,Michelotto,Bettin,M,ITA
STU04062,CL0479,Piersanti,Grossi,M,ITA
STU04063,CL0479,Ettore,Zeffirelli,M,ITA
STU04064,CL0479,Rodolfo,Micca,M,ITA
STU04065,CL0479,Giampaolo,Pininfarina,M,ITA
STU04066,CL0479,Mirco,Garzoni,M,ITA
STU04067,CL0480,Virgilio,Pascarella,M,NON_ITA
STU04068,CL0480,Massimo,Longhena,M,ITA
STU04069,CL0480,Saverio,Travaglia,M,ITA
STU04070,CL0480,Giuliana,Sordi,F,NON_ITA
STU04071,CL0480,Puccio,Parmitano,M,ITA
STU04072,CL0480,Amadeo,Giammusso,M,ITA
STU04073,CL0480,Umberto,Delle,M,ITA
STU04074,CL0480,Franco,Parisi,M,ITA
STU04075,CL0480,Gustavo,Greco,M,ITA
STU04076,CL0481,Clelia,Cabibbo,F,ITA
STU04077,CL0481,Rosa,Malacarne,F,ITA
STU04078,CL0481,Jacopo,Maderno,M,ITA
STU04079,CL0481,Paolo,Bassi,M,ITA
STU04080,CL0481,Susanna,Rossini,F,ITA
STU04081,CL0481,Benito,Ruggieri,M,ITA
STU04082,CL0481,Giorgia,Gentilini,F,ITA
STU04083,CL0481,Alberico,Russo,M,ITA
STU04084,CL0481,Lamberto,Mastroianni,M,ITA
STU04085,CL0482,Geronimo,Medici,M,ITA
STU04086,CL0482,Liana,Sobrero,F,NON_ITA
STU04087,CL0482,Gionata,Columbo,M,ITA
STU04088,CL0482,Clelia,Adinolfi,F,ITA
STU04089,CL0482,Angelina,Fagotto,F,ITA
STU04090,CL0482,Donatella,Sanguineti,F,ITA
STU04091,CL0482,Panfilo,Gucci,M,ITA
STU04092,CL0482,Michela,Capuana,F,ITA
STU04093,CL0482,Pompeo,Pezzali,M,ITA
STU04094,CL0483,Graziella,Ortese,F,ITA
STU04095,CL0483,Imelda,Priuli,F,ITA
STU04096,CL0483,Alessandra,Rossi,F,ITA
STU04097,CL0483,Mariana,Sollima,F,ITA
STU04098,CL0483,Eleanora,Adinolfi,F,ITA
STU04099,CL0483,Camilla,Interiano,F,ITA
STU04100,CL0483,Piero,Brunelleschi,M,ITA
STU04101,CL0483,Roberta,Fusani,F,ITA
STU04102,CL0483,Giacobbe,Morrocco,M,ITA
STU04103,CL0484,Ottone,Guarana,M,ITA
STU04104,CL0484,Alessia,Turrini,F,ITA
STU04105,CL0484,Melissa,Storladi,F,ITA
STU04106,CL0484,Aria,Buscetta,F,NON_ITA
STU04107,CL0484,Antonia,Cutrufo,F,ITA
STU04108,CL0484,Camillo,Veltroni,M,ITA
STU04109,CL0484,Carla,Papafava,F,ITA
STU04110,CL0484,Niccolò,Bragaglia,M,ITA
STU04111,CL0484,Ippazio,Pugliese,M,ITA
STU04112,CL0484,Bettina,Barsanti,F,NON_ITA
STU04113,CL0485,Rosina,Pasolini,F,ITA
STU04114,CL0485,Donna,Pisano,F,ITA
STU04115,CL0485,Amanda,Salvo,F,ITA
STU04116,CL0485,Milena,Offredi,F,ITA
STU04117,CL0485,Gianmarco,Bembo,M,ITA
STU04118,CL0485,Elladio,Gramsci,M,ITA
STU04119,CL0485,Nedda,Antonetti,F,ITA
STU04120,CL0485,Marta,Ughi,F,ITA
STU04121,CL0485,Natalia,Vanvitelli,F,ITA
STU04122,CL0486,Giulietta,Antonucci,F,ITA
STU04123,CL0486,Raimondo,Renier,M,NON_ITA
STU04124,CL0486,Giacinto,Vespa,M,ITA
STU04125,CL0486,Maria,Valguarnera,F,ITA
STU04126,CL0486,Renzo,Granatelli,M,ITA
STU04127,CL0486,Salvatore,Golgi,M,ITA
STU04128,CL0486,Maura,Chiesa,F,ITA
STU04129,CL0486,Riccardo,Falloppio,M,ITA
STU04130,CL0486,Fiamma,Vianello,F,ITA
STU04131,CL0487,Tonia,Spadafora,F,ITA
STU04132,CL0487,Lina,Viola,F,ITA
STU04133,CL0487,Bianca,Babbo,F,ITA
STU04134,CL0487,Elisa,Borsiere,F,ITA
STU04135,CL0487,Graziella,Cugia,F,ITA
STU04136,CL0487,Gianfranco,Saragat,M,ITA
STU04137,CL0487,Renzo,Ossani,M,ITA
STU04138,CL0487,Pasqual,Cantimori,M,NON_ITA
STU04139,CL0488,Geronimo,Spinola,M,ITA
STU04140,CL0488,Ornella,Galilei,F,ITA
STU04141,CL0488,Margherita,Ciampi,F,ITA
STU04142,CL0488,Maria,Sagnelli,F,ITA
STU04143,CL0488,Adriana,Cianciolo,F,ITA
STU04144,CL0488,Giacobbe,Pederiva,M,ITA
STU04145,CL0488,Carla,Lovato,F,ITA
STU04146,CL0489,Maurizio,Palazzo,M,ITA
STU04147,CL0489,Durante,Borromeo,M,ITA
STU04148,CL0489,Emma,Pasqua,F,ITA
STU04149,CL0489,Gaspare,Serraglio,M,ITA
