id_classe,materia,id_docente,nome_docente
CL0318,Fisica,DOC0056,Ermenegildo Boccaccio
CL0318,Scienze,DOC0006,Martino Gaggini
CL0318,Disegno Tecnico,DOC0055,Imelda Scamarcio
CL0319,Italiano,DOC0083,Augusto Alfonsi-Saracino
CL0319,Matematica,DOC0098,Bianca Satta
CL0319,Inglese,DOC0001,Ranieri Martucci-Pistoletto
CL0319,Fisica,DOC0097,Angelina Bataglia
CL0319,Scienze,DOC0080,Giacomo Zito
CL0319,Disegno Tecnico,DOC0066,Dott. Fiorino Cannizzaro
CL0320,Italiano,DOC0071,Ramona Piazzi
CL0320,Matematica,DOC0006,Martino Gaggini
CL0320,Inglese,DOC0088,Carla Gasperi
CL0320,Fisica,DOC0035,Melina Monicelli
CL0320,Scienze,DOC0007,Elena Alighieri
CL0320,Disegno Tecnico,DOC0084,Eraldo Leone
CL0321,Italiano,DOC0093,Gianluigi Impastato
CL0321,Matematica,DOC0094,Dott. Chiara Panzera
CL0321,Inglese,DOC0094,Dott. Chiara Panzera
CL0321,Fisica,DOC0080,Giacomo Zito
CL0321,Scienze,DOC0075,Licia Gatto
CL0321,Disegno Tecnico,DOC0015,Amanda Cicala
CL0322,Italiano,DOC0016,Fortunata Mengolo-Tresoldi
CL0322,Matematica,DOC0039,Cecilia Correr
CL0322,Inglese,DOC0096,Elladio Migliaccio
CL0322,Fisica,DOC0014,Elena Gargallo-Borroni
CL0322,Scienze,DOC0038,Annamaria Brichese-Marinetti
CL0322,Disegno Tecnico,DOC0001,Ranieri Martucci-Pistoletto
CL0323,Italiano,DOC0080,Giacomo Zito
CL0323,Matematica,DOC0011,Bruno Cabrini
CL0323,Inglese,DOC0073,Santino Campise
CL0324,Italiano,DOC0040,Donatella Pace
CL0324,Matematica,DOC0059,Atenulf Pozzecco
CL0324,Inglese,DOC0001,Ranieri Martucci-Pistoletto
CL0325,Italiano,DOC0070,Piergiorgio Scaramucci
CL0325,Matematica,DOC0037,Ansaldo Calvo
CL0325,Inglese,DOC0070,Piergiorgio Scaramucci
CL0326,Italiano,DOC0051,Amadeo Acerbi
CL0326,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0326,Inglese,DOC0016,Fortunata Mengolo-Tresoldi
CL0327,Italiano,DOC0091,Costantino Valier
CL0327,Matematica,DOC0057,Elladio Cattaneo
CL0327,Inglese,DOC0097,Angelina Bataglia
CL0328,Italiano,DOC0045,Claudia Filangieri
CL0328,Matematica,DOC0070,Piergiorgio Scaramucci
CL0328,Inglese,DOC0039,Cecilia Correr
CL0329,Italiano,DOC0073,Santino Campise
CL0329,Matematica,DOC0086,Gioele Lippomano-Brancaccio
CL0329,Inglese,DOC0046,Natalia Sgarbi
CL0330,Italiano,DOC0077,Hugo Barracco
CL0330,Matematica,DOC0051,Amadeo Acerbi
CL0330,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0331,Italiano,DOC0074,Sig.ra Imelda Morricone
CL0331,Matematica,DOC0079,Lando Federici
CL0331,Inglese,DOC0003,Isabella Mezzetta
CL0332,Italiano,DOC0085,Federico Capuana
CL0332,Matematica,DOC0091,Costantino Valier
CL0332,Inglese,DOC0034,Bianca Sauro
CL0333,Italiano,DOC0035,Melina Monicelli
CL0333,Matematica,DOC0094,Dott. Chiara Panzera
CL0333,Inglese,DOC0025,Arnulfo Greggio
CL0334,Italiano,DOC0089,Marcella Broschi
CL0334,Matematica,DOC0037,Ansaldo Calvo
CL0334,Inglese,DOC0021,Annunziata Malenchini-Caruso
CL0335,Italiano,DOC0036,Gaspare Vecellio
CL0335,Matematica,DOC0023,Luciano Alboni-Rismondo
CL0335,Inglese,DOC0087,Romina Bersani-Rocca
CL0336,Italiano,DOC0087,Romina Bersani-Rocca
CL0336,Matematica,DOC0060,Elena Toselli-Ponti
CL0336,Inglese,DOC0008,Dott. Gemma Borromini
CL0337,Italiano,DOC0050,Gianna Cimarosa
CL0337,Matematica,DOC0080,Giacomo Zito
CL0337,Inglese,DOC0014,Elena Gargallo-Borroni
CL0338,Italiano,DOC0085,Federico Capuana
CL0338,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0338,Inglese,DOC0099,Ilaria Leone
CL0338,Fisica,DOC0039,Cecilia Correr
CL0338,Scienze,DOC0066,Dott. Fiorino Cannizzaro
CL0338,Disegno Tecnico,DOC0082,Dott. Leonardo Armellini
CL0339,Italiano,DOC0025,Arnulfo Greggio
CL0339,Matematica,DOC0054,Cipriano Segni
CL0339,Inglese,DOC0080,Giacomo Zito
CL0339,Fisica,DOC0032,Annamaria Trevisani
CL0339,Scienze,DOC0070,Piergiorgio Scaramucci
CL0339,Disegno Tecnico,DOC0095,Ennio Leonetti
CL0340,Italiano,DOC0045,Claudia Filangieri
CL0340,Matematica,DOC0069,Dino Caccianemico
CL0340,Inglese,DOC0033,Sandro Versace-Battaglia
CL0340,Fisica,DOC0051,Amadeo Acerbi
CL0340,Scienze,DOC0005,Valerio Gaito
CL0340,Disegno Tecnico,DOC0061,Germana Giusti
CL0341,Italiano,DOC0075,Licia Gatto
CL0341,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0341,Inglese,DOC0025,Arnulfo Greggio
CL0341,Fisica,DOC0030,Simonetta Troisi
CL0341,Scienze,DOC0067,Caterina Boccaccio
CL0341,Disegno Tecnico,DOC0033,Sandro Versace-Battaglia
CL0342,Italiano,DOC0015,Amanda Cicala
CL0342,Matematica,DOC0029,Tonia Nosiglia
CL0342,Inglese,DOC0062,Serena Gradenigo-Pareto
CL0342,Fisica,DOC0002,Diana Canali
CL0342,Scienze,DOC0044,Bianca Pagliaro
CL0342,Disegno Tecnico,DOC0068,Ramona Giacconi
CL0343,Italiano,DOC0088,Carla Gasperi
CL0343,Matematica,DOC0092,Marco Tornatore
CL0343,Inglese,DOC0063,Piergiorgio Curatoli-Battelli
CL0343,Fisica,DOC0094,Dott. Chiara Panzera
CL0343,Scienze,DOC0043,Raimondo Navone
CL0343,Disegno Tecnico,DOC0018,Sig. Domenico Iannotti
CL0344,Italiano,DOC0024,Ludovica Tremonti
CL0344,Matematica,DOC0011,Bruno Cabrini
CL0344,Inglese,DOC0088,Carla Gasperi
CL0344,Fisica,DOC0081,Toni Trincavelli
CL0344,Scienze,DOC0086,Gioele Lippomano-Brancaccio
CL0344,Disegno Tecnico,DOC0021,Annunziata Malenchini-Caruso
CL0345,Italiano,DOC0006,Martino Gaggini
CL0345,Matematica,DOC0005,Valerio Gaito
CL0345,Inglese,DOC0094,Dott. Chiara Panzera
CL0345,Fisica,DOC0040,Donatella Pace
CL0345,Scienze,DOC0002,Diana Canali
CL0345,Disegno Tecnico,DOC0082,Dott. Leonardo Armellini
CL0346,Italiano,DOC0028,Melina Prati
CL0346,Matematica,DOC0085,Federico Capuana
CL0346,Inglese,DOC0036,Gaspare Vecellio
CL0346,Fisica,DOC0018,Sig. Domenico Iannotti
CL0346,Scienze,DOC0007,Elena Alighieri
CL0346,Disegno Tecnico,DOC0025,Arnulfo Greggio
CL0347,Italiano,DOC0074,Sig.ra Imelda Morricone
CL0347,Matematica,DOC0007,Elena Alighieri
CL0347,Inglese,DOC0040,Donatella Pace
CL0348,Italiano,DOC0075,Licia Gatto
CL0348,Matematica,DOC0071,Ramona Piazzi
CL0348,Inglese,DOC0061,Germana Giusti
CL0349,Italiano,DOC0068,Ramona Giacconi
CL0349,Matematica,DOC0070,Piergiorgio Scaramucci
CL0349,Inglese,DOC0078,Griselda Mazzocchi
CL0350,Italiano,DOC0050,Gianna Cimarosa
CL0350,Matematica,DOC0052,Sole Bragaglia
CL0350,Inglese,DOC0086,Gioele Lippomano-Brancaccio
CL0351,Italiano,DOC0021,Annunziata Malenchini-Caruso
CL0351,Matematica,DOC0069,Dino Caccianemico
CL0351,Inglese,DOC0078,Griselda Mazzocchi
CL0352,Italiano,DOC0090,Dott. Giulia Ferretti
CL0352,Matematica,DOC0024,Ludovica Tremonti
CL0352,Inglese,DOC0068,Ramona Giacconi
CL0353,Italiano,DOC0033,Sandro Versace-Battaglia
CL0353,Matematica,DOC0079,Lando Federici
CL0353,Inglese,DOC0065,Santino Migliaccio
CL0354,Italiano,DOC0051,Amadeo Acerbi
CL0354,Matematica,DOC0045,Claudia Filangieri
CL0354,Inglese,DOC0056,Ermenegildo Boccaccio
CL0355,Italiano,DOC0076,Sergius Micca
CL0355,Matematica,DOC0085,Federico Capuana
CL0355,Inglese,DOC0013,Elisa Lanfranchi
CL0356,Italiano,DOC0062,Serena Gradenigo-Pareto
CL0356,Matematica,DOC0071,Ramona Piazzi
CL0356,Inglese,DOC0015,Amanda Cicala
CL0357,Italiano,DOC0090,Dott. Giulia Ferretti
CL0357,Matematica,DOC0059,Atenulf Pozzecco
CL0357,Inglese,DOC0029,Tonia Nosiglia
CL0358,Italiano,DOC0064,Durante Fischetti-Trentini
CL0358,Matematica,DOC0013,Elisa Lanfranchi
CL0358,Inglese,DOC0082,Dott. Leonardo Armellini
CL0359,Italiano,DOC0050,Gianna Cimarosa
CL0359,Matematica,DOC0095,Ennio Leonetti
CL0359,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0360,Italiano,DOC0010,Fortunata Ortese
CL0360,Matematica,DOC0099,Ilaria Leone
CL0360,Inglese,DOC0028,Melina Prati
CL0361,Italiano,DOC0007,Elena Alighieri
CL0361,Matematica,DOC0015,Amanda Cicala
CL0361,Inglese,DOC0062,Serena Gradenigo-Pareto
CL0362,Italiano,DOC0039,Cecilia Correr
CL0362,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0362,Inglese,DOC0021,Annunziata Malenchini-Caruso
CL0363,Italiano,DOC0087,Romina Bersani-Rocca
CL0363,Matematica,DOC0017,Clelia Morandi
CL0363,Inglese,DOC0078,Griselda Mazzocchi
CL0364,Italiano,DOC0037,Ansaldo Calvo
CL0364,Matematica,DOC0043,Raimondo Navone
CL0364,Inglese,DOC0026,Rolando Bulzoni-Mazzanti
CL0365,Italiano,DOC0088,Carla Gasperi
CL0365,Matematica,DOC0025,Arnulfo Greggio
CL0365,Inglese,DOC0048,Patrizio Platini
CL0366,Italiano,DOC0028,Melina Prati
CL0366,Matematica,DOC0089,Marcella Broschi
CL0366,Inglese,DOC0032,Annamaria Trevisani
CL0367,Italiano,DOC0080,Giacomo Zito
CL0367,Matematica,DOC0036,Gaspare Vecellio
CL0367,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0368,Italiano,DOC0081,Toni Trincavelli
CL0368,Matematica,DOC0036,Gaspare Vecellio
CL0368,Inglese,DOC0057,Elladio Cattaneo
CL0369,Italiano,DOC0078,Griselda Mazzocchi
CL0369,Matematica,DOC0028,Melina Prati
CL0369,Inglese,DOC0011,Bruno Cabrini
CL0370,Italiano,DOC0048,Patrizio Platini
CL0370,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0370,Inglese,DOC0073,Santino Campise
CL0371,Italiano,DOC0076,Sergius Micca
CL0371,Matematica,DOC0055,Imelda Scamarcio
CL0371,Inglese,DOC0043,Raimondo Navone
CL0372,Italiano,DOC0014,Elena Gargallo-Borroni
CL0372,Matematica,DOC0024,Ludovica Tremonti
CL0372,Inglese,DOC0081,Toni Trincavelli
CL0373,Italiano,DOC0077,Hugo Barracco
CL0373,Matematica,DOC0096,Elladio Migliaccio
CL0373,Inglese,DOC0033,Sandro Versace-Battaglia
CL0374,Italiano,DOC0029,Tonia Nosiglia
CL0374,Matematica,DOC0035,Melina Monicelli
CL0374,Inglese,DOC0027,Gelsomina Antonioni
CL0375,Italiano,DOC0034,Bianca Sauro
CL0375,Matematica,DOC0056,Ermenegildo Boccaccio
CL0375,Inglese,DOC0030,Simonetta Troisi
CL0376,Italiano,DOC0058,Bianca Pace
CL0376,Matematica,DOC0094,Dott. Chiara Panzera
CL0376,Inglese,DOC0014,Elena Gargallo-Borroni
CL0377,Italiano,DOC0089,Marcella Broschi
CL0377,Matematica,DOC0068,Ramona Giacconi
CL0377,Inglese,DOC0052,Sole Bragaglia
CL0378,Italiano,DOC0069,Dino Caccianemico
CL0378,Matematica,DOC0098,Bianca Satta
CL0378,Inglese,DOC0026,Rolando Bulzoni-Mazzanti
CL0379,Italiano,DOC0036,Gaspare Vecellio
CL0379,Matematica,DOC0061,Germana Giusti
CL0379,Inglese,DOC0030,Simonetta Troisi
CL0380,Italiano,DOC0087,Romina Bersani-Rocca
CL0380,Matematica,DOC0015,Amanda Cicala
CL0380,Inglese,DOC0047,Valerio Modugno
CL0381,Italiano,DOC0083,Augusto Alfonsi-Saracino
CL0381,Matematica,DOC0055,Imelda Scamarcio
CL0381,Inglese,DOC0027,Gelsomina Antonioni
CL0382,Italiano,DOC0050,Gianna Cimarosa
CL0382,Matematica,DOC0003,Isabella Mezzetta
CL0382,Inglese,DOC0053,Victoria Balbi
CL0383,Italiano,DOC0011,Bruno Cabrini
CL0383,Matematica,DOC0003,Isabella Mezzetta
CL0383,Inglese,DOC0097,Angelina Bataglia
CL0384,Italiano,DOC0087,Romina Bersani-Rocca
CL0384,Matematica,DOC0011,Bruno Cabrini
CL0384,Inglese,DOC0032,Annamaria Trevisani
CL0385,Italiano,DOC0021,Annunziata Malenchini-Caruso
CL0385,Matematica,DOC0028,Melina Prati
CL0385,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0386,Italiano,DOC0040,Donatella Pace
CL0386,Matematica,DOC0092,Marco Tornatore
CL0386,Inglese,DOC0011,Bruno Cabrini
CL0387,Italiano,DOC0004,Etta Cassarà
CL0387,Matematica,DOC0024,Ludovica Tremonti
CL0387,Inglese,DOC0065,Santino Migliaccio
CL0388,Italiano,DOC0086,Gioele Lippomano-Brancaccio
CL0388,Matematica,DOC0090,Dott. Giulia Ferretti
CL0388,Inglese,DOC0023,Luciano Alboni-Rismondo
CL0389,Italiano,DOC0052,Sole Bragaglia
CL0389,Matematica,DOC0026,Rolando Bulzoni-Mazzanti
CL0389,Inglese,DOC0093,Gianluigi Impastato
CL0390,Italiano,DOC0088,Carla Gasperi
CL0390,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0390,Inglese,DOC0023,Luciano Alboni-Rismondo
CL0391,Italiano,DOC0040,Donatella Pace
CL0391,Matematica,DOC0097,Angelina Bataglia
CL0391,Inglese,DOC0077,Hugo Barracco
CL0392,Italiano,DOC0095,Ennio Leonetti
CL0392,Matematica,DOC0020,Sig.ra Paulina Argentero
CL0392,Inglese,DOC0099,Ilaria Leone
CL0393,Italiano,DOC0030,Simonetta Troisi
CL0393,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0393,Inglese,DOC0097,Angelina Bataglia
CL0394,Italiano,DOC0003,Isabella Mezzetta
CL0394,Matematica,DOC0080,Giacomo Zito
CL0394,Inglese,DOC0080,Giacomo Zito
CL0395,Italiano,DOC0037,Ansaldo Calvo
CL0395,Matematica,DOC0070,Piergiorgio Scaramucci
CL0395,Inglese,DOC0070,Piergiorgio Scaramucci
CL0396,Italiano,DOC0030,Simonetta Troisi
CL0396,Matematica,DOC0077,Hugo Barracco
CL0396,Inglese,DOC0096,Elladio Migliaccio
CL0397,Italiano,DOC0066,Dott. Fiorino Cannizzaro
CL0397,Matematica,DOC0058,Bianca Pace
CL0397,Inglese,DOC0041,Mariano Redi
CL0398,Italiano,DOC0072,Monica Ortolani
CL0398,Matematica,DOC0013,Elisa Lanfranchi
CL0398,Inglese,DOC0074,Sig.ra Imelda Morricone
CL0399,Italiano,DOC0068,Ramona Giacconi
CL0399,Matematica,DOC0024,Ludovica Tremonti
CL0399,Inglese,DOC0094,Dott. Chiara Panzera
CL0400,Italiano,DOC0067,Caterina Boccaccio
CL0400,Matematica,DOC0056,Ermenegildo Boccaccio
CL0400,Inglese,DOC0013,Elisa Lanfranchi
CL0401,Italiano,DOC0088,Carla Gasperi
CL0401,Matematica,DOC0011,Bruno Cabrini
CL0401,Inglese,DOC0013,Elisa Lanfranchi
CL0402,Italiano,DOC0025,Arnulfo Greggio
CL0402,Matematica,DOC0042,Luciana Farinelli
CL0402,Inglese,DOC0067,Caterina Boccaccio
CL0403,Italiano,DOC0059,Atenulf Pozzecco
CL0403,Matematica,DOC0060,Elena Toselli-Ponti
CL0403,Inglese,DOC0089,Marcella Broschi
CL0404,Italiano,DOC0008,Dott. Gemma Borromini
CL0404,Matematica,DOC0076,Sergius Micca
CL0404,Inglese,DOC0012,Barbara Granatelli
CL0405,Italiano,DOC0008,Dott. Gemma Borromini
CL0405,Matematica,DOC0088,Carla Gasperi
CL0405,Inglese,DOC0033,Sandro Versace-Battaglia
CL0406,Italiano,DOC0056,Ermenegildo Boccaccio
CL0406,Matematica,DOC0056,Ermenegildo Boccaccio
CL0406,Inglese,DOC0008,Dott. Gemma Borromini
CL0407,Italiano,DOC0090,Dott. Giulia Ferretti
CL0407,Matematica,DOC0002,Diana Canali
CL0407,Inglese,DOC0089,Marcella Broschi
CL0408,Italiano,DOC0095,Ennio Leonetti
CL0408,Matematica,DOC0075,Licia Gatto
CL0408,Inglese,DOC0072,Monica Ortolani
CL0409,Italiano,DOC0022,Clelia Notarbartolo
CL0409,Matematica,DOC0082,Dott. Leonardo Armellini
CL0409,Inglese,DOC0003,Isabella Mezzetta
CL0410,Italiano,DOC0062,Serena Gradenigo-Pareto
CL0410,Matematica,DOC0083,Augusto Alfonsi-Saracino
CL0410,Inglese,DOC0005,Valerio Gaito
CL0411,Italiano,DOC0026,Rolando Bulzoni-Mazzanti
CL0411,Matematica,DOC0075,Licia Gatto
CL0411,Inglese,DOC0088,Carla Gasperi
CL0412,Italiano,DOC0085,Federico Capuana
CL0412,Matematica,DOC0020,Sig.ra Paulina Argentero
CL0412,Inglese,DOC0054,Cipriano Segni
CL0413,Italiano,DOC0093,Gianluigi Impastato
CL0413,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0413,Inglese,DOC0027,Gelsomina Antonioni
CL0414,Italiano,DOC0010,Fortunata Ortese
CL0414,Matematica,DOC0026,Rolando Bulzoni-Mazzanti
CL0414,Inglese,DOC0052,Sole Bragaglia
CL0415,Italiano,DOC0018,Sig. Domenico Iannotti
CL0415,Matematica,DOC0038,Annamaria Brichese-Marinetti
CL0415,Inglese,DOC0044,Bianca Pagliaro
CL0416,Italiano,DOC0072,Monica Ortolani
CL0416,Matematica,DOC0079,Lando Federici
CL0416,Inglese,DOC0031,Adamo Baglioni
CL0417,Italiano,DOC0093,Gianluigi Impastato
CL0417,Matematica,DOC0007,Elena Alighieri
CL0417,Inglese,DOC0003,Isabella Mezzetta
CL0418,Italiano,DOC0041,Mariano Redi
CL0418,Matematica,DOC0095,Ennio Leonetti
CL0418,Inglese,DOC0089,Marcella Broschi
CL0419,Italiano,DOC0047,Valerio Modugno
CL0419,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0419,Inglese,DOC0080,Giacomo Zito
CL0420,Italiano,DOC0086,Gioele Lippomano-Brancaccio
CL0420,Matematica,DOC0061,Germana Giusti
CL0420,Inglese,DOC0094,Dott. Chiara Panzera
CL0421,Italiano,DOC0079,Lando Federici
CL0421,Matematica,DOC0022,Clelia Notarbartolo
CL0421,Inglese,DOC0052,Sole Bragaglia
CL0422,Italiano,DOC0013,Elisa Lanfranchi
CL0422,Matematica,DOC0080,Giacomo Zito
CL0422,Inglese,DOC0091,Costantino Valier
CL0423,Italiano,DOC0091,Costantino Valier
CL0423,Matematica,DOC0008,Dott. Gemma Borromini
CL0423,Inglese,DOC0078,Griselda Mazzocchi
CL0424,Italiano,DOC0056,Ermenegildo Boccaccio
CL0424,Matematica,DOC0090,Dott. Giulia Ferretti
CL0424,Inglese,DOC0008,Dott. Gemma Borromini
CL0425,Italiano,DOC0057,Elladio Cattaneo
CL0425,Matematica,DOC0025,Arnulfo Greggio
CL0425,Inglese,DOC0018,Sig. Domenico Iannotti
CL0426,Italiano,DOC0039,Cecilia Correr
CL0426,Matematica,DOC0032,Annamaria Trevisani
CL0426,Inglese,DOC0004,Etta Cassarà
CL0427,Italiano,DOC0057,Elladio Cattaneo
CL0427,Matematica,DOC0051,Amadeo Acerbi
CL0427,Inglese,DOC0093,Gianluigi Impastato
CL0428,Italiano,DOC0095,Ennio Leonetti
CL0428,Matematica,DOC0057,Elladio Cattaneo
CL0428,Inglese,DOC0082,Dott. Leonardo Armellini
CL0429,Italiano,DOC0072,Monica Ortolani
CL0429,Matematica,DOC0002,Diana Canali
CL0429,Inglese,DOC0094,Dott. Chiara Panzera
CL0430,Italiano,DOC0063,Piergiorgio Curatoli-Battelli
CL0430,Matematica,DOC0054,Cipriano Segni
CL0430,Inglese,DOC0049,Luisa Solimena-Olivetti
CL0431,Italiano,DOC0100,Loredana Bocelli
CL0431,Matematica,DOC0017,Clelia Morandi
CL0431,Inglese,DOC0040,Donatella Pace
CL0432,Italiano,DOC0024,Ludovica Tremonti
CL0432,Matematica,DOC0030,Simonetta Troisi
CL0432,Inglese,DOC0037,Ansaldo Calvo
CL0433,Italiano,DOC0059,Atenulf Pozzecco
CL0433,Matematica,DOC0084,Eraldo Leone
CL0433,Inglese,DOC0059,Atenulf Pozzecco
CL0434,Italiano,DOC0079,Lando Federici
CL0434,Matematica,DOC0042,Luciana Farinelli
CL0434,Inglese,DOC0065,Santino Migliaccio
CL0435,Italiano,DOC0072,Monica Ortolani
CL0435,Matematica,DOC0047,Valerio Modugno
CL0435,Inglese,DOC0042,Luciana Farinelli
CL0436,Italiano,DOC0027,Gelsomina Antonioni
CL0436,Matematica,DOC0077,Hugo Barracco
CL0436,Inglese,DOC0029,Tonia Nosiglia
CL0437,Italiano,DOC0063,Piergiorgio Curatoli-Battelli
CL0437,Matematica,DOC0035,Melina Monicelli
CL0437,Inglese,DOC0022,Clelia Notarbartolo
CL0438,Italiano,DOC0084,Eraldo Leone
CL0438,Matematica,DOC0085,Federico Capuana
CL0438,Inglese,DOC0061,Germana Giusti
CL0439,Italiano,DOC0061,Germana Giusti
CL0439,Matematica,DOC0039,Cecilia Correr
CL0439,Inglese,DOC0066,Dott. Fiorino Cannizzaro
CL0440,Italiano,DOC0048,Patrizio Platini
CL0440,Matematica,DOC0018,Sig. Domenico Iannotti
CL0440,Inglese,DOC0016,Fortunata Mengolo-Tresoldi
CL0441,Italiano,DOC0088,Carla Gasperi
CL0441,Matematica,DOC0060,Elena Toselli-Ponti
CL0441,Inglese,DOC0094,Dott. Chiara Panzera
CL0442,Italiano,DOC0017,Clelia Morandi
CL0442,Matematica,DOC0006,Martino Gaggini
CL0442,Inglese,DOC0064,Durante Fischetti-Trentini
CL0443,Italiano,DOC0073,Santino Campise
CL0443,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0443,Inglese,DOC0099,Ilaria Leone
CL0444,Italiano,DOC0088,Carla Gasperi
CL0444,Matematica,DOC0036,Gaspare Vecellio
CL0444,Inglese,DOC0035,Melina Monicelli
CL0445,Italiano,DOC0007,Elena Alighieri
CL0445,Matematica,DOC0002,Diana Canali
CL0445,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0446,Italiano,DOC0043,Raimondo Navone
CL0446,Matematica,DOC0056,Ermenegildo Boccaccio
CL0446,Inglese,DOC0068,Ramona Giacconi
CL0447,Italiano,DOC0062,Serena Gradenigo-Pareto
CL0447,Matematica,DOC0061,Germana Giusti
CL0447,Inglese,DOC0077,Hugo Barracco
CL0448,Italiano,DOC0029,Tonia Nosiglia
CL0448,Matematica,DOC0093,Gianluigi Impastato
CL0448,Inglese,DOC0056,Ermenegildo Boccaccio
CL0449,Italiano,DOC0078,Griselda Mazzocchi
CL0449,Matematica,DOC0049,Luisa Solimena-Olivetti
CL0449,Inglese,DOC0039,Cecilia Correr
CL0450,Italiano,DOC0100,Loredana Bocelli
CL0450,Matematica,DOC0097,Angelina Bataglia
CL0450,Inglese,DOC0055,Imelda Scamarcio
CL0451,Italiano,DOC0041,Mariano Redi
CL0451,Matematica,DOC0020,Sig.ra Paulina Argentero
CL0451,Inglese,DOC0020,Sig.ra Paulina Argentero
CL0452,Italiano,DOC0041,Mariano Redi
CL0452,Matematica,DOC0025,Arnulfo Greggio
CL0452,Inglese,DOC0069,Dino Caccianemico
CL0453,Italiano,DOC0068,Ramona Giacconi
CL0453,Matematica,DOC0008,Dott. Gemma Borromini
CL0453,Inglese,DOC0030,Simonetta Troisi
CL0454,Italiano,DOC0023,Luciano Alboni-Rismondo
CL0454,Matematica,DOC0046,Natalia Sgarbi
CL0454,Inglese,DOC0014,Elena Gargallo-Borroni
CL0455,Italiano,DOC0070,Piergiorgio Scaramucci
CL0455,Matematica,DOC0074,Sig.ra Imelda Morricone
CL0455,Inglese,DOC0031,Adamo Baglioni
CL0456,Italiano,DOC0083,Augusto Alfonsi-Saracino
CL0456,Matematica,DOC0047,Valerio Modugno
CL0456,Inglese,DOC0088,Carla Gasperi
CL0457,Italiano,DOC0006,Martino Gaggini
CL0457,Matematica,DOC0042,Luciana Farinelli
CL0457,Inglese,DOC0086,Gioele Lippomano-Brancaccio
CL0458,Italiano,DOC0093,Gianluigi Impastato
CL0458,Matematica,DOC0049,Luisa Solimena-Olivetti
CL0458,Inglese,DOC0099,Ilaria Leone
CL0459,Italiano,DOC0073,Santino Campise
CL0459,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0459,Inglese,DOC0083,Augusto Alfonsi-Saracino
CL0460,Italiano,DOC0090,Dott. Giulia Ferretti
CL0460,Matematica,DOC0096,Elladio Migliaccio
CL0460,Inglese,DOC0038,Annamaria Brichese-Marinetti
CL0461,Italiano,DOC0004,Etta Cassarà
CL0461,Matematica,DOC0042,Luciana Farinelli
CL0461,Inglese,DOC0059,Atenulf Pozzecco
CL0462,Italiano,DOC0028,Melina Prati
CL0462,Matematica,DOC0046,Natalia Sgarbi
CL0462,Inglese,DOC0054,Cipriano Segni
CL0463,Italiano,DOC0019,Marissa Modugno
CL0463,Matematica,DOC0004,Etta Cassarà
CL0463,Inglese,DOC0061,Germana Giusti
CL0464,Italiano,DOC0088,Carla Gasperi
CL0464,Matematica,DOC0009,Dott. Giada Mazzocchi
CL0464,Inglese,DOC0083,Augusto Alfonsi-Saracino
CL0465,Italiano,DOC0003,Isabella Mezzetta
CL0465,Matematica,DOC0014,Elena Gargallo-Borroni
CL0465,Inglese,DOC0035,Melina Monicelli
CL0466,Italiano,DOC0024,Ludovica Tremonti
CL0466,Matematica,DOC0081,Toni Trincavelli
CL0466,Inglese,DOC0053,Victoria Balbi
CL0467,Italiano,DOC0011,Bruno Cabrini
CL0467,Matematica,DOC0076,Sergius Micca
CL0467,Inglese,DOC0058,Bianca Pace
CL0468,Italiano,DOC0032,Annamaria Trevisani
CL0468,Matematica,DOC0014,Elena Gargallo-Borroni
CL0468,Inglese,DOC0039,Cecilia Correr
CL0469,Italiano,DOC0049,Luisa Solimena-Olivetti
CL0469,Matematica,DOC0076,Sergius Micca
CL0469,Inglese,DOC0050,Gianna Cimarosa
CL0470,Italiano,DOC0034,Bianca Sauro
CL0470,Matematica,DOC0086,Gioele Lippomano-Brancaccio
CL0470,Inglese,DOC0061,Germana Giusti
CL0471,Italiano,DOC0059,Atenulf Pozzecco
CL0471,Matematica,DOC0086,Gioele Lippomano-Brancaccio
CL0471,Inglese,DOC0073,Santino Campise
CL0472,Italiano,DOC0066,Dott. Fiorino Cannizzaro
CL0472,Matematica,DOC0075,Licia Gatto
CL0472,Inglese,DOC0018,Sig. Domenico Iannotti
CL0473,Italiano,DOC0077,Hugo Barracco
CL0473,Matematica,DOC0035,Melina Monicelli
CL0473,Inglese,DOC0068,Ramona Giacconi
CL0474,Italiano,DOC0075,Licia Gatto
CL0474,Matematica,DOC0020,Sig.ra Paulina Argentero
CL0474,Inglese,DOC0019,Marissa Modugno
CL0475,Italiano,DOC0040,Donatella Pace
